sentence	allusion	variation_number	allusion_index	transformed_allusion
紫鸳等辈难为侣，无题千金买笔亦何妨，裘马沽来亦可狂。	乘肥衣轻	1	[[18, 19]]	[18, 19, 乘肥衣轻]
仙姑谈休咎，验若合符，来者云蒸霞涌，轩盖裘马，连络不绝。	乘肥衣轻	1	[[20, 21]]	[20, 21, 乘肥衣轻]
《读百一诗》：家中陈谷换新丝，肥马轻裘富贵时。	乘肥衣轻	1	[[15, 18]]	[15, 16, 17, 18, 乘肥衣轻]
乘肥衣轻，会酒徒，征丝管，歌舞于倡楼，不复以治生为意。	乘肥衣轻	1	[[0, 3]]	[0, 1, 2, 3, 乘肥衣轻]
多少长安美公子，翩翩裘马惜芳春。	乘肥衣轻	1	[[10, 11]]	[10, 11, 乘肥衣轻]
况尔得此身价，不仅宿逋顿清，依然裘马翩翩之佳公子矣。	乘肥衣轻	1	[[16, 17]]	[16, 17, 乘肥衣轻]
尝有客从江南至，云为县令，以引见入都者，起居服御，意气自豪，仆从三四人，出入裘马甚都。	乘肥衣轻	1	[[38, 39]]	[38, 39, 乘肥衣轻]
吴中名士，多在节署，裘马都丽，山人独布衣徒步。	乘肥衣轻	1	[[10, 11]]	[10, 11, 乘肥衣轻]
或宫洎丙午，或身命是马，主人一生肥马轻裘行花间，快乐风流之造。	乘肥衣轻	1	[[16, 19]]	[16, 17, 18, 19, 乘肥衣轻]
能不堕于裘马管弦之习而戏弄翰墨，为一时妙手，顾不伟欤！	乘肥衣轻	1	[[4, 5]]	[4, 5, 乘肥衣轻]
借日当乘肥，乘肥非吾指。	乘肥衣轻	1	[[3, 4]]	[3, 4, 乘肥衣轻]
若夫程郑王孙罗裒之徒，乘肥衣轻，怀金挟玉者，虽笔不集札，菽麦不辨，为之倒屣，吐食握发。	乘肥衣轻; 倒屣迎宾; 吐哺握发	3	[[11, 12], [35, 36], [38, 41]]	[11, 12, 乘肥衣轻]; [35, 36, 倒屣迎宾]; [38, 39, 40, 41, 吐哺握发]
傧从皆珠玳，裘马悉轻肥。	乘肥衣轻	1	[[6, 7]]	[6, 7, 乘肥衣轻]
醉里磨跎，醒后吟哦，不取轻肥，免见干戈。	乘肥衣轻	1	[[12, 13]]	[12, 13, 乘肥衣轻]
掌握有权柄，衣马自肥轻。	乘肥衣轻	1	[[9, 10]]	[9, 10, 乘肥衣轻]
世禄侈富，车驾肥轻。	乘肥衣轻	1	[[7, 8]]	[7, 8, 乘肥衣轻]
你道是本分内营生，胜随身田万顷，为甚把杀心儿换个肥轻。	乘肥衣轻	1	[[24, 25]]	[24, 25, 乘肥衣轻]
杨廷秀《过瘦牛岭》诗云：“平生岂愿乘肥马，临老须教过瘦牛。”	乘肥衣轻	1	[[17, 18]]	[17, 18, 乘肥衣轻]
使乘车策马之人，能以步趋为乐，或经山水之胜，或逢花柳之妍，或遇戴笠之贫交，或见负薪之高士，欣然止驭，徒步为欢，有时安车而待步，有时安步以当车，其能用足也，又胜贫士一筹矣。	乘车戴笠; 披裘负薪	2	[[31, 32], [39, 40]]	[31, 32, 乘车戴笠]; [39, 40, 披裘负薪]
先是松翁弱冠，尝与符公有车笠之盟。	乘车戴笠	1	[[12, 13]]	[12, 13, 乘车戴笠]
医，贱役也，纵学术兼优，车笠不渝盟已耳。	乘车戴笠	1	[[12, 13]]	[12, 13, 乘车戴笠]
功名：得太阳禄马生扶，必主乘轩。	乘轩鹤	1	[[13, 14]]	[13, 14, 乘轩鹤]
且如庚辛日生人，要在三春九夏，则财官两美也。所云：乘轩衣冕。金火何多是也。	乘轩鹤	1	[[25, 26]]	[25, 26, 乘轩鹤]
清高符印，须知冠冕以乘轩。	乘轩鹤	1	[[10, 11]]	[10, 11, 乘轩鹤]
宠迈乘轩鹤，荣过食稻凫。	乘轩鹤	1	[[2, 4]]	[2, 3, 4, 乘轩鹤]
张籍学古淡，轩鹤避鸡群。	鹤立鸡群	1	[[7, 10]]	[7, 8, 9, 10, 鹤立鸡群]
前虽有乘轩之赏，未为之动也。	乘轩鹤	1	[[3, 6]]	[3, 4, 5, 6, 乘轩鹤]
此言张籍学古淡而不骛于绮靡，如以乘轩之鹤而反避鸡群也。	鹤立鸡群	1	[[21, 24]]	[21, 22, 23, 24, 鹤立鸡群]
终南处士入都门，少室山人补谏垣。毕竟只供千载笑，石封三品鹤乘轩。	乘轩鹤	1	[[28, 30]]	[28, 29, 30, 乘轩鹤]
浩荡鲸波，快破浪乘风之愿；纵横虎畧，出揣摩简练之余。	乘风破浪	1	[[6, 11]]	[6, 7, 8, 9, 10, 11, 乘风破浪]
万里西行急，乘风御太空。	乘风破浪	1	[[6, 7]]	[6, 7, 乘风破浪]
我如今就好象囚在了群峭环绕的峡中－－但只要我一出了夔门，我便要乘风破浪。	乘风破浪	1	[[31, 34]]	[31, 32, 33, 34, 乘风破浪]
中国海轮，第一次，乘风破浪。	乘风破浪	1	[[9, 12]]	[9, 10, 11, 12, 乘风破浪]
东海湄，扶桑涘，欲往从之多蛇豕！乘风破浪从此始。	乘风破浪	1	[[16, 19]]	[16, 17, 18, 19, 乘风破浪]
一、叔和序例，固与仲景本论不合，所集脉法，其中有关于伤寒者，合于某证，即采附其间，片长可取，即得攀龙附骥耳。	攀龙附凤	1	[[48, 51]]	[48, 49, 50, 51, 攀龙附凤]
成而登天；注谓鼎成而白日升天，事属虚诞。	乘龙出鼎湖	1	[[7, 8]]	[7, 8, 乘龙出鼎湖]
龙去鼎湖中国换，鹤归华表昔人非。	辽东鹤; 乘龙出鼎湖	2	[[8, 11], [0, 3]]	[8, 9, 10, 11, 辽东鹤]; [0, 1, 2, 3, 乘龙出鼎湖]
龙去鼎湖还作雨，马嘶沙苑尚思风。	乘龙出鼎湖	1	[[0, 3]]	[0, 1, 2, 3, 乘龙出鼎湖]
你竟成为了龙田地区的空中飞龙！	九五飞龙	1	[[12, 13]]	[12, 13, 九五飞龙]
大君乘飞龙，登彼复怀昔。	九五飞龙	1	[[3, 4]]	[3, 4, 九五飞龙]
尚能忍耻墦间祭，安用追惭饭后钟？	乞墦; 碧纱笼	2	[[2, 6], [12, 14]]	[2, 3, 4, 5, 6, 乞墦]; [12, 13, 14, 碧纱笼]
卖身长须仍赤脚，忍面墦问乞东郭。	乞墦	1	[[12, 14]]	[12, 13, 14, 乞墦]
强颜未忍乞墦祭，积毁仅逃输鬼薪。	乞墦	1	[[4, 6]]	[4, 5, 6, 乞墦]
东南数十州，遍走如乞墦。	乞墦	1	[[9, 10]]	[9, 10, 乞墦]
西湖梵宫甲天下，僧称好事，但趋鹜势利，有自命骚雅，而居积不异俗人；有高唱禅宗，而乞墦直同市井，急宜远去，弗复与交。	乞墦	1	[[40, 41]]	[40, 41, 乞墦]
官阶大些的呢，还觉稍好，惟有那同通州县以及佐贰杂职，见了上司的时节，比待自己祖宗还不同，满口里大人栽培，卑职感德，磕头作揖，无所不为，虽齐人乞食墦间，终不若如此之甚，这还算是有本领，会巴结，运气好，不倒眉。	乞墦	1	[[68, 71]]	[68, 69, 70, 71, 乞墦]
乞墦何足羡，负米可忘艰。	乞墦; 子路负米	2	[[0, 1], [6, 7]]	[0, 1, 乞墦]; [6, 7, 子路负米]
番间夜半分珠玉，犹是当时乞祭人。	乞墦	1	[[13, 15]]	[13, 14, 15, 乞墦]
卖身长须仍赤脚，忍何墦间乞东郭。	乞墦	1	[[12, 14]]	[12, 13, 14, 乞墦]
吾岂乞墦者，不为妻妾容。	乞墦	1	[[2, 3]]	[2, 3, 乞墦]
尚能忍耻墦间祭，安用追惭饭后钟。	乞墦; 碧纱笼	2	[[2, 6], [12, 14]]	[2, 3, 4, 5, 6, 乞墦]; [12, 13, 14, 碧纱笼]
称柴数米，时翻名理于广宴，媚灶乞墦，日挂山林于齿颊。	乞墦	1	[[15, 16]]	[15, 16, 乞墦]
墦间夜半分珠玉，犹是当时乞祭人。	乞墦	1	[[12, 14]]	[12, 13, 14, 乞墦]
今朝甘自居穷巷，无限墦间得醉归。	乞墦	1	[[10, 13]]	[10, 11, 12, 13, 乞墦]
时会七夕，堂前乞巧，因试其乞巧诗。	乞巧	1	[[7, 8]]	[7, 8, 乞巧]
楼前萧史忆吹箫，雁足西风倍寂寥，望断支机应化石，愁填乌鹊未成桥，素毫月冷吟梧叶，纨扇秋回识柳条，姊妹东邻如乞巧，莫教瓜果浪相招。	乞巧; 乌鹊填桥; 乌鹊填桥	3	[[53, 54], [26, 27], [29, 30]]	[53, 54, 乞巧]; [26, 27, 乌鹊填桥]; [29, 30, 乌鹊填桥]
牵牛织女相见之夕，乞巧宫掖间夜已半，侍卫已休。	乞巧	1	[[9, 10]]	[9, 10, 乞巧]
又奉使江州船中七夕诗曰：九江逢七夕，初弦值早秋，天河来映水，织女欲攀舟，汉使俱为客，星槎共逐流，莫言相送浦，不及穿针楼。	乞巧	1	[[56, 58]]	[56, 57, 58, 乞巧]
乃为诗嘲谑，其略曰：巡关每傍樗蒲局，望月还登乞巧楼。	乞巧	1	[[22, 24]]	[22, 23, 24, 乞巧]
又画《贵公子夜游图》、《宫中七夕乞巧图》、《望月图》，皆多幽思，愈前古也。	乞巧	1	[[16, 17]]	[16, 17, 乞巧]
如何汉殿穿针夜，又向窗中觑阿环。	乞巧	1	[[4, 6]]	[4, 5, 6, 乞巧]
梁刘遵七夕穿针诗曰：步月如有意，情来不自禁，向光抽一缕，举袖弄双针。	乞巧	1	[[30, 32]]	[30, 31, 32, 乞巧]
难寻海上乘槎客，空诵河东乞巧文。	乘槎	1	[[2, 6]]	[2, 3, 4, 5, 6, 乘槎]
郡王道：“摩侯罗儿，只是七月七日乞巧使得，寻常间又无用处。”	乞巧	1	[[16, 17]]	[16, 17, 乞巧]
赖是鼠嫌贫不至，不然谁读五车书。	五车书	1	[[12, 14]]	[12, 13, 14, 五车书]
算胸中除却五车书，都无物。	五车书	1	[[5, 7]]	[5, 6, 7, 五车书]
梁王孺谢赐于利所献槟榔启曰：窃以文轨一覃，充仞斯及，入侍请朔，航海梯山，献琛奉，［句有脱文。	书同文，车同轨	1	[[17, 19]]	[17, 18, 19, 书同文，车同轨]
圣节上堂：“心王安，六国通；天地阔，车书同。	书同文，车同轨	1	[[18, 20]]	[18, 19, 20, 书同文，车同轨]
越州山阴县移风乡产嘉瓜，二实同蒂，观察使贾全进图，宣示百寮，河东表贺曰：“质欢同蒂，见车书之永均；地则移风，知化育之方始。	书同文，车同轨	1	[[43, 44]]	[43, 44, 书同文，车同轨]
故夫四郊多垒，非耀德观兵，不能睹雍熙之治，车书一统，非刑齐礼教，何以敦仁让之风。	书同文，车同轨	1	[[21, 22]]	[21, 22, 书同文，车同轨]
今天下遐迩倾心，车书同轨，而犹分满人汉人之名，恐亦非全盛之世所宜也。	书同文，车同轨	1	[[8, 10]]	[8, 9, 10, 书同文，车同轨]
是宜氛枝廓清，车书混一。	书同文，车同轨	1	[[7, 10]]	[7, 8, 9, 10, 书同文，车同轨]
车书混一，人物繁盛，风俗纯厚，市井骈集，岂昔日洛阳名园之比。	书同文，车同轨	1	[[0, 3]]	[0, 1, 2, 3, 书同文，车同轨]
然后乘破竹之势，鼓行而东，足以穷其窟穴，混同文轨。	书同文，车同轨; 势如破竹	2	[[20, 23], [3, 6]]	[20, 21, 22, 23, 书同文，车同轨]; [3, 4, 5, 6, 势如破竹]
人琴先起恨，金玉遂俱摧。	人琴俱亡	1	[[0, 1]]	[0, 1, 人琴俱亡]
痛绝人琴，折杨难继，玉桐教碎。	人琴俱亡	1	[[0, 3]]	[0, 1, 2, 3, 人琴俱亡]
人琴两不见，破月高台倾。	人琴俱亡	1	[[0, 1]]	[0, 1, 人琴俱亡]
劳生岁月宫桥柳，终古人琴断坂霜。	人琴俱亡	1	[[10, 11]]	[10, 11, 人琴俱亡]
丹壑非昔，人琴两亡，惟旧之怀，有深追悼。	人琴俱亡	1	[[5, 8]]	[5, 6, 7, 8, 人琴俱亡]
予羸老矣，伤心几何。人琴两亡，命也命也。	人琴俱亡	1	[[10, 13]]	[10, 11, 12, 13, 人琴俱亡]
细思二十年前事，叹人琴，已矣俱亡。	人琴俱亡	1	[[9, 10]]	[9, 10, 人琴俱亡]
梨花唫苴桃花笑，恼杀春光醉似泥。	人面桃花	1	[[4, 6]]	[4, 5, 6, 人面桃花]
主人更有桃花面，病眼其如隔雾看。	人面桃花	1	[[4, 6]]	[4, 5, 6, 人面桃花]
《梅月》曰：“梦觉罗浮夜已阑，碧天云静月团圆；玉人不学桃花面，净洗红妆镜里看。	人面桃花	1	[[27, 29]]	[27, 28, 29, 人面桃花]
门多恶客橐无钱，笑咏桃花人面。	人面桃花	1	[[10, 13]]	[10, 11, 12, 13, 人面桃花]
人面桃花，懊丧欲死，而且山庄门榜，亦已全行镵去，宛其死矣。	人面桃花	1	[[0, 3]]	[0, 1, 2, 3, 人面桃花]
纵收香藏镜，他年重到，人面桃花在否？	人面桃花	1	[[11, 14]]	[11, 12, 13, 14, 人面桃花]
君王欲识桃花面，诏取红妆戴幞头。	人面桃花	1	[[4, 6]]	[4, 5, 6, 人面桃花]
若待功成拂衣去，武陵桃花笑杀人。	人面桃花; 桃花源	2	[[10, 12], [8, 11]]	[10, 11, 12, 人面桃花]; [8, 9, 10, 11, 桃花源]
隋文宫中，红妆，谓之桃花面。	人面桃花	1	[[10, 12]]	[10, 11, 12, 人面桃花]
桃花笑欲言，鸥鸟翔可取。	人面桃花	1	[[0, 2]]	[0, 1, 2, 人面桃花]
长带桃花笑时脸，向尊前酒底。	人面桃花	1	[[2, 4]]	[2, 3, 4, 人面桃花]
黄庭坚次韵梨花桃花人面各相红，不及天然玉作容。	人面桃花	1	[[7, 10]]	[7, 8, 9, 10, 人面桃花]
有如持寸莛，未足撼堂。	以莛撞钟	1	[[2, 4]]	[2, 3, 4, 以莛撞钟]
无如刺绣输倚门，何况撞钟以寸莛。	以莛撞钟	1	[[10, 14]]	[10, 11, 12, 13, 14, 以莛撞钟]
魏白马王彪、魏文学徐干，白马与陈思答赠，伟长与公往复，虽曰「以莛扣钟」，亦能闲雅矣。	以莛撞钟	1	[[31, 34]]	[31, 32, 33, 34, 以莛撞钟]
愧无寸莛撞鸿钟，斫树收庞笑公眇。	以莛撞钟	1	[[2, 6]]	[2, 3, 4, 5, 6, 以莛撞钟]
君皆逸韵，须为应莛撞。	以莛撞钟	1	[[8, 9]]	[8, 9, 以莛撞钟]
乌能石攻玉，愧用莛撞钟。	以莛撞钟	1	[[7, 10]]	[7, 8, 9, 10, 以莛撞钟]
鸿材非可寸莛击，节奏自发如风松。	以莛撞钟	1	[[4, 5]]	[4, 5, 以莛撞钟]
建安诸子，伟长实胜公干，而嵘讥其“以莛扣钟”，乖反弥甚。	以莛撞钟	1	[[17, 20]]	[17, 18, 19, 20, 以莛撞钟]
我欲弃官重问道，寸莛何以得舂容。	以莛撞钟	1	[[8, 9]]	[8, 9, 以莛撞钟]
我无书史足考稽，作诗尤如寸莛击。	以莛撞钟	1	[[12, 13]]	[12, 13, 以莛撞钟]
陂应千顷贮，钟岂寸莛撞。	以莛撞钟	1	[[8, 9]]	[8, 9, 以莛撞钟]
白马与陈思答赠，伟长与公干往复，虽曰以莛扣钟，亦能闲雅矣。	以莛撞钟	1	[[18, 21]]	[18, 19, 20, 21, 以莛撞钟]
语曰：以管窥天，以蠡测海，以筳撞钟，岂能通其条贯，考其文理，发其音声哉！	以莛撞钟	1	[[13, 16]]	[13, 14, 15, 16, 以莛撞钟]
今欲上质高贤，又恐语涉浅陋，未免以莛叩钟，自觉唐突，何敢冒昧请教！	以莛撞钟	1	[[16, 19]]	[16, 17, 18, 19, 以莛撞钟]
《浙右赠陆处士》：静节灌园余，得非成隐居。	仲子灌园	1	[[11, 12]]	[11, 12, 仲子灌园]
仙液千年柱下君，清风三日於陵子。	仲子灌园	1	[[12, 14]]	[12, 13, 14, 仲子灌园]
如灌园而频频沃之，以杜其枯竭也。	仲子灌园	1	[[1, 2]]	[1, 2, 仲子灌园]
熏奁拾取留长挹，汤鼎煎来得细尝。	伊尹荷鼎自进	1	[[8, 9]]	[8, 9, 伊尹荷鼎自进]
足使人敲髓洒膏，吞声泣血，四大洲内，唯此四种恶业至多，是以清我泥犁，供其汤鼎，以白晳者，柔脆者，膏腴者，充魔王食。	伊尹荷鼎自进	1	[[36, 37]]	[36, 37, 伊尹荷鼎自进]
永愿拯刍荛，孰云干鼎镬。	伊尹荷鼎自进	1	[[8, 9]]	[8, 9, 伊尹荷鼎自进]
汤鼎石坛老眼亲，阴阳谁见屈中伸。	伊尹荷鼎自进	1	[[0, 1]]	[0, 1, 伊尹荷鼎自进]
伊尹忧天下之不治，调和五味，负鼎俎而行。	伊尹荷鼎自进	1	[[14, 15]]	[14, 15, 伊尹荷鼎自进]
书迹临汤鼎，吟声接舜弦。	伊尹荷鼎自进	1	[[3, 4]]	[3, 4, 伊尹荷鼎自进]
天有河鼓亦焜煌，持比负鼎干成汤。	伊尹荷鼎自进	1	[[10, 11]]	[10, 11, 伊尹荷鼎自进]
按史记“伊尹欲行道以致君而无由，乃为有莘氏之媵臣，负鼎俎以滋味说汤，致于王道”。	伊尹荷鼎自进	1	[[25, 26]]	[25, 26, 伊尹荷鼎自进]
上古有汤，至圣也；伊尹，至智也。夫至智说至圣，然且七十说而不受，身执鼎俎，为庖宰，昵近习亲，而汤乃仅知其贤而用之。	伊尹荷鼎自进	1	[[32, 35]]	[32, 33, 34, 35, 伊尹荷鼎自进]
君怀正印高悬眼，我抉玄关笑点头。	伍胥抉目	1	[[5, 6]]	[5, 6, 伍胥抉目]
题毕，俄不见，黄悟欲抉目。	伍胥抉目	1	[[10, 11]]	[10, 11, 伍胥抉目]
抉目胥门，会见勾吴之沼。	伍胥抉目	1	[[0, 3]]	[0, 1, 2, 3, 伍胥抉目]
悔恨欲抉目，未几谢世。	伍胥抉目	1	[[3, 4]]	[3, 4, 伍胥抉目]
仇家争啖俊臣之肉，斯须而尽，抉眼剥面，披腹出心，腾蹋成泥。	伍胥抉目	1	[[14, 15]]	[14, 15, 伍胥抉目]
沈冤狱底私金寇，抉眼门柬望越师。	伍胥抉目	1	[[8, 9]]	[8, 9, 伍胥抉目]
遗命勿葬，置棺雨花台，仿伍子胥抉目之意。	伍胥抉目	1	[[15, 16]]	[15, 16, 伍胥抉目]
此诗人所以伤而作，比干子胥遗身而忘祸也。	伍胥抉目	1	[[11, 14]]	[11, 12, 13, 14, 伍胥抉目]
纵使吴门展悬眼，麟伤凤死恨犹深。	伍胥抉目	1	[[5, 6]]	[5, 6, 伍胥抉目]
曲枕糟丘无也尺，虾邦鳖国有重泉，蹴山一任胥涛怒，白日骑鲸兴杳然。	伍胥潮	1	[[20, 22]]	[20, 21, 22, 伍胥潮]
移时，乃见有素车白马，号哭而来。	伍胥潮	1	[[6, 9]]	[6, 7, 8, 9, 伍胥潮]
素车白马君兵士十万人，主收十墓鬼将军比考之。	伍胥潮	1	[[0, 3]]	[0, 1, 2, 3, 伍胥潮]
大波之神曰阳侯，涛之神曰灵胥。（《博物志》云：昔吴相伍子胥，为吴王夫差所杀，浮之于江，其神为涛。	伍胥潮	1	[[12, 13]]	[12, 13, 伍胥潮]
迨其后玄冕垂缨，素车白马，精诚所通，幽明罔间。	伍胥潮	1	[[8, 11]]	[8, 9, 10, 11, 伍胥潮]
谒请都曹正气素车白马君五人，兵士十万人，主收除某家众邪妖精祸害之鬼。	伍胥潮	1	[[6, 9]]	[6, 7, 8, 9, 伍胥潮]
］命邹湛，召王祥，余顾而言曰：斯乐难常，诚有之矣，日月不居，零露相半，素车白马，往矣不追，春华秋宝，怀哉何已，独轸魂交，情深宿草，故备书爵里，陈怀旧焉。	伍胥潮	1	[[35, 38]]	[35, 36, 37, 38, 伍胥潮]
乐资《春秋后传》曰：昔者郑客入函谷，至平舒，见素车白马，曰：“吾华山君，愿以一牍致氵高池君。	伍胥潮	1	[[23, 26]]	[23, 24, 25, 26, 伍胥潮]
涉颍倦纡回，浮淮欣迥直；遥村含水气，远浦澄天色，灵涛稍欲近，仙岩行可识；玄览属睿辞，风有馀力。	伍胥潮	1	[[24, 25]]	[24, 25, 伍胥潮]
纵尚有鸱夷一舸，怕难禁伍潮堆雪。	伍胥潮	1	[[11, 12]]	[11, 12, 伍胥潮]
聚米辨形势，周阹把维纲。	伏波聚米	1	[[0, 1]]	[0, 1, 伏波聚米]
因而画沙为堤、聚米成岛，孰漂疾当其惊湍，孰盘涡介其要道？	伏波聚米	1	[[7, 8]]	[7, 8, 伏波聚米]
是宜出于卓见，不挠于心；如充国之呈图、如伏波之聚米，可战可守，虏在目中。	伏波聚米	1	[[23, 24]]	[23, 24, 伏波聚米]
依莲幕府游从近，聚米山川向背分。	伏波聚米	1	[[8, 11]]	[8, 9, 10, 11, 伏波聚米]
公自子丑通籍以来，负郭仅有半百，环堵止属赁居，视历中外二十年，鹄视谏垣十余载，骨鲠屡及乘舆，筹边符于聚米。	伏波聚米	1	[[50, 51]]	[50, 51, 伏波聚米]
如马援聚米为山川，亦有画意，岂非方寸明于规画，不期乎能耶！	伏波聚米	1	[[3, 7]]	[3, 4, 5, 6, 7, 伏波聚米]
﹝援﹞又于帝前，聚米为山谷，指画形势，开示众军所从道径往来，分析曲折，昭然可晓。	伏波聚米	1	[[8, 12]]	[8, 9, 10, 11, 12, 伏波聚米]
比来伏青蒲，坐捉白兽樽。	伏青蒲	1	[[2, 4]]	[2, 3, 4, 伏青蒲]
政以青蒲姑夕驻，更闻白简为前陈。	伏青蒲	1	[[2, 3]]	[2, 3, 伏青蒲]
近者复闻二三君子以不肖之故，相与愤争力辩于铄金销骨之地，至于冲锋冒刃而弗顾，仆何以当此哉！	众口铄金	1	[[21, 22]]	[21, 22, 众口铄金]
铄金之口，策善火攻，不知入火不焦者，有火浣之布，溃川之手，势惯波及，不知入水不濡者，有利水之犀。	众口铄金	1	[[0, 1]]	[0, 1, 众口铄金]
销骨口中，生出莲花九品，铄金舌上，容他鹦鹉千言。	众口铄金	1	[[12, 13]]	[12, 13, 众口铄金]
然向使诸弟已入学，则谣言必谓学院傲惰，众口铄金，何从辨起？	众口铄金	1	[[19, 22]]	[19, 20, 21, 22, 众口铄金]
临终自作遗表，略云：“昔日位居黄阁，众口铄金；此时身谢朱崖，蔓草萦骨。	众口铄金	1	[[18, 21]]	[18, 19, 20, 21, 众口铄金]
众铄金须化，群排柱不支。	众口铄金	1	[[0, 2]]	[0, 1, 2, 众口铄金]
骨消谗口铄，胆破狱吏酷。	众口铄金	1	[[2, 4]]	[2, 3, 4, 众口铄金]
众口销金，愆言不验。	众口铄金	1	[[0, 3]]	[0, 1, 2, 3, 众口铄金]
古之善相马者，寒风是相口齿，麻朝相颊，子女厉相目，卫忌相髭，许鄙相<月尻>，投伐褐相胸胁，管青相𪱥吻，陈悲相股脚，秦牙相前，赞君相后。	伯乐相马	1	[[3, 4]]	[3, 4, 伯乐相马]
譬之汰泥沙而拾拱璧，则卞和凝眸；抡骀驽而拨骅骝，则孙阳转盼。	伯乐相马	1	[[25, 26]]	[25, 26, 伯乐相马]
诚以术重安人，机殊相马，方则犹是，而投或罔功者，繇辩之有未辩也。	伯乐相马	1	[[9, 10]]	[9, 10, 伯乐相马]
独鹤翔霜天，伯乐空北冀。	伯乐相马	1	[[6, 7]]	[6, 7, 伯乐相马]
骅骝骠碾，天下皆知其为马也，非伯乐一顾，孰别其冀北之骏而为良。	伯乐相马	1	[[15, 16]]	[15, 16, 伯乐相马]
