allusion	variation_list
伶伦凤律	['伶伦', '凤律', '昆仑竹', '嶰律', '嶰竹', '嶰管', '伶伦凤律', '伦律', '伶伦吹', '伶伦管', '伶管']
凤凰池	['凤池', '凤凰池', '凤沼', '浴凤', '凤皇池', '丹凤池', '夺我凤凰池', '池凤']
使臣星	['使星', '使臣星', '使者星', '使车星', '二使星', '二星', '入蜀星', '天上使星', '天上两星']
合浦珠还	['珠还', '珠还合浦', '还珠', '珠浦', '合浦还珠', '合浦还', '明珠归合浦', '合浦珠玑', '合浦果珠还', '合浦珠还', '珠回合浦', '去珠复还', '合浦珠', '合浦夜光', '浦珠', '合浦珠归', '合浦珠飞', '孟尝还珠', '官清蚌蛤还', '明珠还浦', '暗珠还浦', '浦还珠', '海还珠']
倚市门	['倚门', '倚门妇', '倚门妆', '倚市门', '倚市', '倚门卖笑']
倚马才	['倚马', '倚马万言', '倚马才', '倚马可待', '倚马雄才', '万言倚马', '下马具檄', '下马', '草露布', '倚马成章', '倚马成文', '倚马才高', '才高倚马', '才倚马', '才堪倚马', '挥毫立马']
借寇恂	['借寇', '借留', '借寇恂', '寇恂留', '借恂', '一借之情', '州人借留']
倩女离魂	['倩女离魂', '倩女魂', '离魂倩女', '离魂倩', '倩离魂', '倩女亦离魂', '倩女魂离']
偃鼠饮河	['饮河', '鼹', '鼠', '鼷腹鹪枝', '偃鼠饮河', '鼷鼠饮河', '饮河满腹']
元龙高卧	['求田问舍', '元龙', '元龙百尺楼', '刘郎才气', '问舍求田', '元龙豪气', '高卧', '元龙高卧', '上下床', '下床卧', '元龙楼', '元龙楼百尺', '元龙百尺', '元龙床', '元龙意气', '元龙湖海', '元龙湖海气', '元龙臭味', '元龙豪', '元龙豪湖海', '卧大床', '大床独卧', '求田', '求田计', '求舍问田', '问田舍', '问舍', '湖海平生', '湖海沉雄']
克绍箕裘	['为裘', '为裘为箕', '弓冶', '箕裘', '弓冶裘箕', '克绍', '克绍箕裘', '克传弓冶', '克嗣良裘', '承绍箕裘', '业绍箕裘', '嗣弓冶', '嗣弓裘', '嗣箕裘', '嗣良弓', '弓冶相承', '弓裘袭艺', '弓冶箕裘', '弓冶之传', '弓箕', '弓裘', '旧业箕裘', '箕引', '裘随', '箕裘承绍']
八斗才	['八斗', '子建', '子建之才', '八斗才', '多才', '才', '一斗之才', '才夸八斗', '才当曹斗', '才八斗', '才论斗', '才无', '一斗', '才高八斗']
六月飞霜	['六月霜', '燕霜', '六月飞霜', '天为陨霜', '降霜', '五月霜', '五月', '飞霜', '夏日霜', '飞霜六月', '呼霜']
六鹢风	['退飞', '鹢', '退鹢', '鹢路', '鶂路', '六鹢退飞', '六鶂退飞', '鹢飞', '六鹢风', '倦鹢', '六鶂退蜚', '宋都风', '宋国风', '宋国高风', '宋都鶂', '退风六鹢', '退飞鸟', '风中鹢']
吴牛喘月	['喘月', '吴牛', '喘月吴牛', '喘牛', '吴牛见月而喘', '吴牛喘']
鲲鹏展翅	['云翼', '抟风', '扶摇', '扶摇直上', '鹏鷃', '鹏抟', '鹏举', '九万', '九万里', '九万鹏', '图南', '垂天', '扶抟', '抟鹏', '鲲化', '鲲鹏', '鹍鹏', '鹏息', '鹏游', '鹏翮', '鹏翼', '鹏背', '化鲲鲸', '天外翮', '鲲鹏展翅', '鲲鹏运海', '万里扶摇', '万里鹏抟', '万里鹏飞', '万里鲲鹏', '万里鹏翼', '万里鹏程', '三千九万', '三千', '击浪', '三千翼', '九万一朝抟', '九万抟扶', '九万奋飞', '九万扶摇', '九万抟扶摇', '九万抟风', '抟空', '九万清风', '九万里风', '九万风', '九万大鹏', '九万抟风鹏', '九万鹏图', '九天奋迹', '九霄鹏', '云路鹏程', '云霄奋翼', '云鹏九万', '云鹏怒翼', '冲天鹏翅', '凌九万', '击水三千', '击三千水', '击水游', '化北溟', '化鹏', '化鲲', '北海鲲', '北溟', '化穷鳞', '北溟奋翮', '北溟翼', '北溟鱼', '北冥鱼', '北溟鲲', '南图', '南溟鹏', '南鹏', '图南翼', '垂云展翅', '垂天翼', '垂云', '翼', '垂天翅', '翮', '垂天鹏翼', '垂天鹏', '大鹏激三千', '大鹏飞', '天池九万', '天池水击', '天池翼', '天南翼', '天池鹏', '奋北', '奋北溟', '奋翮扶摇', '奋翮鹍鹏', '奋翮鹏程', '弥天鹏翅', '扶摇九万里', '扶摇万里', '扶摇九万', '抟溟', '抟翼万里', '抟扶摇', '抟扶摇羊角', '抟摇', '抟风九万', '抟扶', '抟风鹏翼', '抟风鸟', '抟风鹏', '水击风抟', '海上鲲鹏', '海鹏风', '溟海扶摇', '溟鱼', '溟鹏', '羊角扶摇', '羊角抟扶', '羊角抟风', '风抟', '风鹏', '高鹏低鷃', '大鹏尺鷃', '高鹏尺鷃', '巨鱼化', '鱼鹏化', '鹍化', '鹍鹏化北溟', '鹏化', '鹏化四溟', '鲲化为鹏', '鲲池', '鲲海', '鲲溟', '鹏鲲', '鹏鹍', '鲲鹏变化', '鲲鹏化']
共工触柱	['共工', '地维', '天柱', '不周山', '触柱', '共工触柱', '共工触不周山', '共工触天柱', '共工赫怒', '不周崩摧', '倾柱']
典鹔鹴裘	['典鹔鹴裘', '典鹔鹴', '成都贳酒', '裘充货', '换鹔鹴裘', '鹴裘', '相如', '文君', '鹔鹴']
冯唐易老	['冯唐老', '冯公老', '老冯唐', '冯唐白首', '冯唐易老', '冯唐半世只为郎', '遣冯唐', '冯唐头白', '冯唐已老']
范蠡扁舟	['五湖', '范蠡扁舟', '范蠡船', '五湖舟', '五湖心', '范蠡', '载西施', '越相', '扁舟', '西施', '陶朱公', '五湖月', '一舸鸱夷', '五湖棹', '五湖烟月', '西子同游', '范舟', '范蠡乘舟', '范蠡出江湖', '范蠡浮家', '范蠡登舟', '范蠡舟', '越相舟', '越蠡扁舟', '五湖客', '五湖人', '愿', '五湖烟艇', '五湖船', '五湖范蠡', '功成去五湖', '少伯舟', '扁舟五湖', '扁舟号子皮', '扁舟意', '泛五湖', '浮家五湖', '渔舟范蠡', '湖海换西施', '范相鸱夷']
宋玉悲秋	['宋玉悲', '宋玉悲秋', '宋玉', '悲秋宋玉文', '一秋悲', '宋子悲']
贾生涕	['贾谊哭']
冯妇	['冯妇', '搏虎', '下车', '冯妇车', '一作冯妇', '下马冯妇', '下车冯', '再作冯妇']
冯谖市义	['焚券', '市义', '冯谖', '冯驩市义', '冯驩折券', '冯驩券']
冯驩弹铗	['弹铗', '弹剑', '弹', '长铗', '食无鱼', '冯铗', '冯驩铗', '歌鱼', '车鱼', '长剑', '归来', '食鱼人', '冯歌', '无车弹铗', '弹铗客', '弹长铗', '冯驩', '冯驩弹铗', '冯生弹', '冯生弹铗', '冯谖待食鱼', '三弹归铗', '倚柱', '冯子无鱼', '冯谖剑', '冯谖', '有鱼', '冯驩鱼', '冯铗歌残', '空弹', '出无车', '剑歌', '剑铗', '妄弹', '叹车鱼', '弹剑作歌', '弹铗依人', '弹铗悲歌', '弹铗长歌']
卞和泣玉	['卞泣']
和氏之璧	['和璧', '荆玉', '三献', '和氏', '荆和', '抱石', '献玉', '和氏之璧', '卞宝', '卞玉', '卞璞', '和氏璧', '和玉', '和璞', '和肆', '和随', '献璞', '抱璞', '疑玉', '楚璧', '楚璞', '泣玉', '荆山', '荆宝', '荆璧', '荆璞', '荆山璧', '隋和', '随和', '随珠和璧', '卞泣', '卞和耻', '抱璞怀玉', '和宝', '和朴', '和氏玉', '和氏璞', '三献三刖', '三刖', '刖人哭', '刖足', '卞和', '美玉', '卞和泣玉', '卞和抱玉', '卞和抱璞', '卞和泣', '卞和泣血', '卞泣诛', '卞和炫玉', '卞和献宝', '卞子抱玉', '卞和玉', '卞璧', '卞和知', '卞璧玺', '卞疑', '卞肆', '含璞之璧', '和氏罪', '和玉悲', '和氏泣', '和氏泪', '和氏场', '和贽', '和隋', '悲玉璞', '悲和泣', '悲玉石', '抱玉三朝楚', '抱玉卞和', '抱玉泣血', '抱玉之悲', '抱玉啼', '抱玉泪', '抱璞号空山', '和泣', '抱玉献', '抱玉', '抱璞荆山', '抱璧双刖', '两刖足', '再刖', '卞和刖', '卞和双刖足', '屡斫卞和胫', '屡遭刖', '楚卞三泣', '楚玉', '楚王珍', '楚家玉', '楚山玉', '楚璧隋珍']
冰人	['冰人', '遣冰', '冰上人', '冰斧', '冰台', '冰媒', '作冰', '冰聘']
冰清玉润	['玉润', '卫玉', '璧润', '润玉', '冰清玉润', '冰玉', '乐冰', '冰叟', '冰翁', '冰清']
凌烟阁	['凌烟阁', '凌烟', '烟阁', '凌云阁', '麟阁', '勋业上凌烟', '上凌烟', '冠凌烟', '凌烟画像', '凌烟像', '凌烟勋业', '凌烟勒', '凌烟图', '凌烟图画', '凌烟画', '凌阁图功']
凤凰来仪	['来仪', '仪凤', '凤来', '来仪之凤', '丹凤', '仪凤之来', '凤', '凤来仪', '凤凰来仪', '凤皇来仪', '彩凤']
刺史天	['二天', '刺史天']
木凤衔书	['丹凤', '凤凰诏', '凤书', '木凤衔书', '丹凤衔书', '凤凰衔诏', '凤衔丹诏', '凤衔五色', '彩凤衔书', '五色诏']
凤鸣朝阳	['朝阳鸣凤', '鸣凤', '凤条', '鸣凤1', '朝阳凤', '鸾凤', '非梧桐而不栖', '非竹实而不食', '朝阳', '凤栖', '丹凤', '凤鸣朝阳', '凤实', '凤影', '鸣凤条', '凤阳', '凤食']
出谷迁乔	['高迁', '出谷', '乔迁', '迁莺', '迁乔', '莺迁乔木', '出谷迁乔', '升高', '迁乔出谷', '出谷禽', '出幽', '出幽升高', '出幽迁乔', '出谷乔迁', '迁木', '下乔迁谷', '出谷莺']
杖化龙	['葛陂', '龙竹', '龙杖', '投陂竹', '龙头杖', '杖化葛陂', '乘竹杖', '别杖', '化竹', '壶公杖', '壶叟杖', '壶公龙', '弃杖成龙', '成龙', '杖', '葛陂杖', '投葛陂', '掷杖成龙', '携杖逐壶公', '杖化', '竹杖成龙', '竹化龙', '竹成龙']
击壤歌	['击壤', '鼓腹', '耕凿', '帝力', '尧舜力', '鼓腹游', '击壤歌', '击壤吟', '击壤声', '击壤讴', '壤歌', '击壤鼓腹', '击壤世', '年', '击壤情', '击壤曲', '击壤翁']
含哺鼓腹	['含哺而熙', '鼓腹游', '鼓腹而游', '鼓腹载歌', '含哺鼓腹', '含哺乐', '鼓腹含和']
击钵催诗	['刻烛', '击钵', '刻烛赋诗', '击钵催诗', '催诗', '刻烛赋', '传杯击钵', '分题击钵', '刻烛催诗', '刻烛分笺', '刻烛限诗', '刻烛吟', '刻烛成篇', '刻烛敏', '叩钵']
凿窍	['混沌未凿', '凿窍', '浑沌', '窍凿', '混沌何由凿', '凿开混沌', '凿混沌', '凿破浑沌', '凿破混沌', '混沌']
分桃	['分桃', '超瑕', '分桃断袖', '馀桃', '子瑕矫', '子瑕心']
龙阳泣鱼	['龙阳', '泣前鱼', '弃鱼', '泣鱼', '前鱼', '龙阳泣鱼', '前鱼泣']
掌上明珠	['掌珠', '明珠在掌', '掌中珠', '掌上明珠', '掌上珠', '掌珍', '掌珠之爱']
分茅列土	['裂地', '分茅', '茅土', '裂土', '地分', '列土', '裂地分茅', '裂土分茅', '茅社', '胙之土', '分茅列土', '分茅胙土', '分茅赐土', '分茅锡土', '列土分茅', '裂土封诸侯']
分虎竹	['竹使符', '分虎', '符竹', '分竹使', '分竹', '使符', '分虎竹', '分汉廷竹']
刈蓍遗簪	['遗簪', '遗簪坠屦', '道上之遗簪', '刈蓍', '不忘簪屦', '亡簪', '感故物', '簪履', '故物']
列子御风	['御风', '乘风', '乘风归去', '风吹列子', '风御轻', '列子御风', '列子乘风', '列子御', '列御风']
刘伶好酒	['刘灵', '刘伶', '五斗解酲', '幕天席地', '酒德', '解酲', '好酒', '刘灵天幕', '糟籍', '刘伶好酒', '刘伶病酲', '刘伶酒', '一锸随身', '一奴负锸', '五斗酲初折', '刘伶妇', '贤妻', '刘伶荷锸', '刘生荷锸', '刘锹', '刘参军']
刘桢病	['卧漳滨', '漳滨卧', '刘桢病', '刘桢卧', '刘桢', '抱病', '刘桢疾', '公幹病', '公幹卧漳滨', '公幹沈绵', '卧病清漳']
刘阮天台	['桃源', '胡麻饭', '刘郎', '天台女', '阮郎', '武陵溪', '刘阮天台', '刘阮约', '刘阮醉桃源', '刘阮风流', '仙子胡麻', '刘阮', '阮刘', '天台仙子', '天台桃径', '天台', '逢仙', '桃花洞']
初生之犊	['初生之犊不惧虎', '初生牛犊不畏虎', '初生之犊', '初生牛犊不怕虎', '初生之犊不畏虎', '初生之犊不侵虎', '初生之犊，不畏于虎', '初生之犊不惧于虎']
别鹤操	['别鹤', '别鹄', '别鹤怨', '别鹤弄', '别鹤操', '别操', '别鹤离鸾', '商陵怨别', '商陵民']
曲高和寡	['白雪', '阳春', '寡和', '郢唱', '曲高和寡', '下里', '巴人', '郢中', '郢客', '巴音', '巴人下里', '巴曲', '巴歌', '巴里', '白雪歌', '郢中曲', '郢中歌', '郢雪', '郢曲', '郢歌', '郢路', '《阳春》', '白雪阳春', '唱高', '和寡', '曲高', '东野', '寡和曲', '巴唱', '巴讴', '曲何高', '曲高惭和', '歌雪', '唱', '白雪曲', '荆人', '论高寡合', '郢上曲', '郢上篇', '郢中吟']
刻画无盐，唐突西施	['无盐', '巧画无盐', '刻画无盐，唐突西施', '刻无盐']
刻舟求剑	['刻舟求剑', '刻舟', '刻舷', '刻舟而求剑', '求剑记行舟', '刻剑痕', '刻舟痕', '刻船', '求剑']
胶柱鼓瑟	['胶柱鼓瑟']
守株待兔	['守株', '株守', '待兔', '守株待兔', '守兔', '伺兔', '守株而待兔', '株守不变', '宋株聊自守', '因兔守株', '待株', '守枯株', '守根株', '依株守穴', '兔守']
前度刘郎	['玄都观', '前度刘郎', '刘郎归', '刘郎重到', '老去刘郎', '刘郎前度', '前刘', '前度客']
剪发待宾	['剪髻宾筵', '剪发延宾', '陶母', '截发', '留客', '剪发待宾', '剪发剉荐', '剪髻', '事客', '剪髻鬟', '待宾截发', '截发剉藁', '剉荐', '剉束刍']
功亏一篑	['功亏一篑', '终亏一篑', '亏一篑功', '未成一篑', '一篑', '无弃']
功人功狗	['功狗', '功人功狗', '功人', '功臣狗', '功狗功人', '发纵指示', '发纵指使']
勒铭燕然	['勒功', '勒石', '燕山铭', '窦车骑', '勒铭燕然', '比宪', '勒殊功', '勒燕山石', '勒燕山铭', '勒燕然', '勒燕然石', '勒燕然铭', '铭勒燕山', '铭燕石']
北山移文	['猿鹤', '移文', '北山', '鹤怨猿惊', '北山移文', '北山之讥', '北山文', '北山移', '侣鹤猿', '北山归意', '北山猿鹤', '北山猿', '周颙趋阙', '孔璋移', '山林嘲', '彦伦鹤怨', '故山夜鹤', '故山猿鹤']
北斗以南一人	['北斗以南', '斗南人', '迈斗南', '北斗南', '北斗以南一人', '斗南一人', '斗南人杰']
牛郎织女	['织女', '牛女', '牛郎织女', '天孙', '牛郎', '双星', '女牛', '牵牛织女', '织妇', '牵牛', '七夕', '牛星织女', '牛闺', '织女牵牛', '黄姑', '七夕女', '别浦', '呆女痴牛', '痴牛呆女', '天女', '天孙河鼓', '星娥', '星媛']
北海尊	['北海樽', '北海尊', '北海酒', '孔融尊', '北海觞', '北海尊罍', '北海开樽', '北海杯', '北海醪', '北海饮', '孔坐', '孔樽']
相如病渴	['相如渴', '文园渴', '茂陵多病', '长卿消渴', '相如病', '病相如', '多病相如', '相如病渴', '文园病', '茂陵疾', '相如病里颜', '文园病司马', '消渴', '病渴文园', '病渴似文园', '相如之渴', '临邛渴', '临邛病渴', '相如消渴', '相如渴病', '相如肺渴', '茂陵消渴病', '茂陵病渴', '长卿病消渴', '长卿']
拄笏看山	['拄笏', '拄笏看山', '西山爽气', '拄南山笏', '拄笏对西山', '拄笏看西山', '拄笏西山', '拄颊看山', '拄颊西山', '挂笏看山', '看山拄笏', '看山笏拄颊', '举板支颐', '参军拄笏', '手板支颐', '拄笏悠然', '拄笏风流', '拄颊', '晓来西爽', '朝拄笏', '朝来爽气', '朝爽', '榰颐', '爽气', '爽气朝来', '爽气西山', '爽笏']
送君南浦	['别浦', '南浦', '送君南浦', '南浦别', '南浦云', '别君南浦', '别恨']
不为五斗米折腰	['折腰', '五斗', '折腰五斗', '折腰为米', '折腰吏', '解印', '彭泽', '渊明东归', '不为五斗米折腰', '不为五斗折', '不为斗米折腰', '不肯屈腰见督邮', '不肯折腰为五斗', '彭泽斗米怕折腰', '不事小儿', '不是折腰具', '为米折腰', '五斗折腰', '五斗低腰', '五斗屈', '五斗弯腰', '五斗折', '五斗米', '五斗禄', '五斗粟', '五斗谋', '元亮折腰', '彭泽米', '折五斗腰']
千头木奴	['木奴', '千头橘', '橘奴', '洲中奴', '千头', '千头木奴', '一千头橘', '千头楚橘', '千奴', '千木奴', '千林橘', '千树橘', '千株橘树', '园橘千株', '木奴千树', '橘为奴', '橘千头', '橘柚千头', '橘树呼奴', '橘树当奴', '橘树当家僮', '橘黄千树', '江橘千头', '黄柑千树', '奴橘', '奴橘柚', '封君橘', '木奴橘', '李园', '李衡奴', '李衡妻']
千日酒	['千日醉', '中山1', '千日酿', '千日饮', '千日酒', '千日', '千日中山酒', '中山', '沉醉', '中山千日', '中山千日死', '中山醉', '中山醉梦', '中山渴友', '中山酒', '中山千日酒', '中山宿酝']
千里莼羹	['羊酪', '千里莼', '莼羹', '千里莼羹', '千里吴莼', '千里紫莼', '千里羹', '吴羹', '莼丝千里', '夸羊酪', '末下盐豉', '紫豉羹吴莼', '羊酪莼羹', '莼羹下豉']
京洛尘	['洛阳尘', '素衣', '京洛尘', '京尘', '化衣', '缁尘染素衣', '京洛化衣', '京洛土', '京洛衣尘', '京洛风尘']
橘化为枳	['橘化为枳', '变橘', '徙橘', '淮橘为枳', '江陵橘', '橘逾化枳', '逾淮橘心移', '南橘北枳', '橘逾淮而化枳', '橘化']
千金市骨	['骏骨', '买骏', '千金市骏', '千里骏骨', '千金市骨', '千金马', '千金骏骨', '燕昭买骏', '骐骥骨', '千金骨', '买骏骨', '买骨', '千里骨', '千金买骏', '千金买骨', '千金市马', '千金市骏骨', '千金求骏骨', '千金马骨', '千金骏', '千金骏马', '市骏骨', '市骏', '市骨', '市骨招骏', '收骏骨', '死马之骨', '求马骨', '涓人', '致马', '燕台骏马', '燕台骏', '燕市千金马', '燕昭市骏', '昭王买骏']
伯牙鼓琴	['知音', '流水', '绝弦', '钟牙', '高山流水', '流水高山', '伯牙鼓琴', '识曲钟期', '伯牙琴', '驷马仰秣', '钟期', '伯氏', '流水弦', '钟子听弦而知流水', '伯牙弹琴', '伯牙弦', '伯牙曲', '伯牙绝弦', '伯牙', '伯牙弦绝', '伯牙琴绝', '伯牙辍琴', '断琴', '椎琴', '牙生', '摧弦', '绝弦破琴', '钟殁', '废琴', '六马仰秣', '驷马', '仰秣', '子期', '弄琴牙', '断弦人', '水深山峨']
半面不忘	['半面', '半面不忘', '半面之交', '半面之识', '半面曾记', '半面之知']
华亭鹤唳	['华亭鹤', '华亭鹤唳', '鹤唳华亭', '华亭清唳', '华亭唳', '华亭', '华亭唳鹤', '唳鹤', '云间鹤唳', '华亭上蔡', '华亭叹']
莼羹鲈脍	['莼鲈', '莼羹', '张翰', '思莼', '莼羹鲈脍', '秋风鲈脍', '忆鲈', '莼鲈归思', '季鹰鱼', '张翰思归', '忆鲈鱼', '思鲈', '鲈脍', '鲈鱼', '季鹰鲈', '鲈莼想', '鲈莼', '江东鲙', '莼脍', '莼菜鲈羹', '莼菜鲈鱼', '为鲈鱼', '季鹰归', '季鹰思', '季鹰归兴', '季鹰高致', '季鹰船', '季鹰鲈鲙', '归吴', '张翰思', '思吴', '张翰思莼', '张翰思鲈', '欲归', '知终', '张翰脍', '张翰莼', '张翰鲈', '步兵鲈', '忆莼鲈', '忆莼', '忆莼羹', '忆莼菜', '忆鲙', '念莼鲈', '思归张翰', '思莼季鹰', '思鲈张翰', '思鲈莼', '思脍', '思鲈脍', '恋鲈鱼', '恋鲈莼', '晋莼鲈', '松江鲈', '步兵归', '水秋鲈熟', '江东鲈', '江左', '莼胪', '江鲈有约', '江鲈忆']
