sentence	allusion	variation_number	allusion_index	transformed_allusion
此途穷者，不辑之，当为患。	哭穷途	1	[[1, 2]]	[1, 2, 哭穷途]
才过吞鸟之声，德迈怀皎之智。	罗含吞鸟	1	[[2, 3]]	[2, 3, 罗含吞鸟]
梁简文安成蕃王墓铭曰：许氏犹龙，荀家鸣鹤，岂如宗子，分联华萼，对策云台，观书麟阁，官美登朝，文高入洛，得意琴书，忘言丘壑。	棠棣; 云台画像; 图像麒麟; 一丘一壑	4	[[28, 29], [33, 34], [38, 39], [58, 59]]	[28, 29, 棠棣]; [33, 34, 云台画像]; [38, 39, 图像麒麟]; [58, 59, 一丘一壑]
只见他那艳如桃李之中却又凛如霜雪，对了光儿好一似照着了那秦宫宝镜一般，晃得人胆气生寒，眼光不定。	秦庭朗镜	1	[[28, 31]]	[28, 29, 30, 31, 秦庭朗镜]
缥渺玉京人，想依然、京兆眉妩。	玉京	1	[[2, 4]]	[2, 3, 4, 玉京]
千古奇冤，江南一叶;同室操戈，相煎何急?!	同室操戈	1	[[10, 13]]	[10, 11, 12, 13, 同室操戈]
我也曾见湘灵鼓瑟曲里称神。	湘灵鼓瑟	1	[[4, 7]]	[4, 5, 6, 7, 湘灵鼓瑟]
中原逐鹿罢，高祖郁龙骧。	中原逐鹿	1	[[0, 3]]	[0, 1, 2, 3, 中原逐鹿]
我呵，怕什么天翻地覆，就顺着他雨约云期。	巫山云雨	1	[[15, 18]]	[15, 16, 17, 18, 巫山云雨]
陆族入水而不死者，乌鬼鲛人之类是，彼其吻下有逆水之窍也。	鲛人泣珠	1	[[11, 12]]	[11, 12, 鲛人泣珠]
朕垂拱岩廊，君临宇县，相邠民于海内，混楚弓于天下，一物失所，有若推沟。	楚弓楚得	1	[[19, 20]]	[19, 20, 楚弓楚得]
恨单条不惹的双魂化，做个画屏中倚玉蒹葭。	蒹葭玉树	1	[[15, 18]]	[15, 16, 17, 18, 蒹葭玉树]
山呼，共谢得当今主。	嵩岳三呼	1	[[0, 1]]	[0, 1, 嵩岳三呼]
原生纳决履，清歌畅商音。	原宪贫; 原宪贫	2	[[0, 1], [3, 4]]	[0, 1, 原宪贫]; [3, 4, 原宪贫]
老者复指少年谓王曰：“豚犬受君大恩〖曹操见孙权，叹曰：生子当如孙仲谋，如刘景升儿子豚犬耳。	景升豚犬	1	[[11, 12]]	[11, 12, 景升豚犬]
又江上有渔人遥望水面，一苇席浮至。	一苇	1	[[11, 12]]	[11, 12, 一苇]
岂若抱椠人，终年守金闺。	怀铅提椠	1	[[2, 3]]	[2, 3, 怀铅提椠]
漫叹息，向西门洒泪，不忍徘徊。	羊昙泪	1	[[5, 8]]	[5, 6, 7, 8, 羊昙泪]
进则保龙见，退为触藩羝。	羝羊触藩	1	[[8, 10]]	[8, 9, 10, 羝羊触藩]
国初尚《文选》，当时文人专意此书，故草必称王孙，梅必称驿使，月必称望舒，山水必称清晖。	陆凯传情	1	[[27, 28]]	[27, 28, 陆凯传情]
齐石即抚，无待巴人之唱;柏台已构，宁俟不才之木。	柏梁宴	1	[[12, 13]]	[12, 13, 柏梁宴]
暂借牛刀凫舄，宜参豹尾鸡翘。政成三异合归朝，拭目天边紫诏。	鲁恭驯雉	1	[[14, 17]]	[14, 15, 16, 17, 鲁恭驯雉]
最怜缑岭调笙，月凉花淡，万一有彩鸾消息。	王乔控鹤	1	[[2, 5]]	[2, 3, 4, 5, 王乔控鹤]
蓬莱谢恩之雀，白玉四环;汉水报德之蛇，明珠一寸。	黄雀报	1	[[2, 5]]	[2, 3, 4, 5, 黄雀报]
夫蓝田出玉，不能无瑕疵之物；终南茂林，不能无偏枯之木；芳花满园，不能无浅淡之色；群鸟毕集，不能无怪恶之禽。	蓝田生玉	1	[[1, 4]]	[1, 2, 3, 4, 蓝田生玉]
买臣负薪时，妻亦弃如遗。	买臣采樵	1	[[0, 3]]	[0, 1, 2, 3, 买臣采樵]
喘月吴牛知夜至，嘶风胡马识秋来。	吴牛喘月	1	[[0, 3]]	[0, 1, 2, 3, 吴牛喘月]
回首处，是金门索米，凤池联翼。	索米长安	1	[[5, 8]]	[5, 6, 7, 8, 索米长安]
不用登山屐，宁容掩鼻歌。	谢公屐; 拥鼻吟	2	[[2, 4], [8, 10]]	[2, 3, 4, 谢公屐]; [8, 9, 10, 拥鼻吟]
黄绢外孙翻得罪，华颠故老莫相嗤。	绝妙好辞	1	[[0, 3]]	[0, 1, 2, 3, 绝妙好辞]
周处长桥役，侯调短弄哀。	周处杀三蛟	1	[[0, 4]]	[0, 1, 2, 3, 4, 周处杀三蛟]
师旷听群木，自然识孤桐。	峄阳孤桐	1	[[9, 10]]	[9, 10, 峄阳孤桐]
与长安雍某遇，一见如故，遂私订终身。	缟纻	1	[[7, 10]]	[7, 8, 9, 10, 缟纻]
东阳仁自布，西颢气还侵。	奉扬仁风	1	[[0, 2]]	[0, 1, 2, 奉扬仁风]
府中顾长康，风味如曲君。	曲生风味	1	[[9, 10]]	[9, 10, 曲生风味]
及其失事也，嗒焉丧志，皇皇然如丧家之犬。	丧家之狗	1	[[15, 18]]	[15, 16, 17, 18, 丧家之狗]
蓬瀛三岛至，天地一壶通。	三神山	1	[[0, 3]]	[0, 1, 2, 3, 三神山]
少为社下宰，令民祀其社。	陈平分肉	1	[[2, 4]]	[2, 3, 4, 陈平分肉]
洪钧转严令，青皇新恩。	青帝	1	[[6, 7]]	[6, 7, 青帝]
振振麟趾，噰噰凤喈，纶音不断恩光大。	卜凤	1	[[7, 8]]	[7, 8, 卜凤]
曹丘生莫游扬，这瞎汉还曾自配量。	一诺千金; 一诺千金	2	[[0, 1], [4, 5]]	[0, 1, 一诺千金]; [4, 5, 一诺千金]
已结门闾望，无令霜雪残。	门闾之望	1	[[2, 4]]	[2, 3, 4, 门闾之望]
谤深谁为珠犀雪，路远拚将髀肉消。	髀肉复生	1	[[12, 14]]	[12, 13, 14, 髀肉复生]
舜《南风歌》、楚《白雪辞》，本合歌舞；汉帝《大风歌》、项羽《垓下歌》，亦入琴曲。	虞歌诀别	1	[[30, 32]]	[30, 31, 32, 虞歌诀别]
是则其为令也，善而名之也，甚于旂常之载焉;其为令也，恶而名之也，甚于鼎象之铸焉。	禹鼎	1	[[34, 35]]	[34, 35, 禹鼎]
我看贤侄英英气宇自是千里之驹，异日当光吾宗。	千里驹; 千里驹	2	[[10, 11], [13, 13]]	[10, 11, 千里驹]; [13, 千里驹]
易与诗中所得，似鸡肋焉。	食鸡肋	1	[[8, 9]]	[8, 9, 食鸡肋]
茆屋三四间，充栋贮经史。	汗牛充栋	1	[[6, 7]]	[6, 7, 汗牛充栋]
盖卫府清肌，恒存辟谷，楚宫细腰，得之忍饥，月满则亏，月亏乃盈，由是观之，弱者易育，实者难胎，此定理也。	楚宫腰	1	[[11, 14]]	[11, 12, 13, 14, 楚宫腰]
泛宅浮家聊自托，荫松藉草欲谁论。	浮家泛宅	1	[[0, 3]]	[0, 1, 2, 3, 浮家泛宅]
济川作舟梁，铸鼎穷神奸。	禹鼎	1	[[6, 10]]	[6, 7, 8, 9, 10, 禹鼎]
不学陶公醉，无因奈别何!	陶令酒	1	[[2, 4]]	[2, 3, 4, 陶令酒]
雪霁凝光入座寒，天明犹自卧袁安。	袁安高卧	1	[[12, 14]]	[12, 13, 14, 袁安高卧]
谁知市南地，转作壶中天。	壶中天	1	[[8, 10]]	[8, 9, 10, 壶中天]
川楚民情，本自好事，加以光棍包揽教唆，鼠牙雀角，便成讼端。	雀角鼠牙	1	[[19, 22]]	[19, 20, 21, 22, 雀角鼠牙]
湛露浮尧酒，薰风起舜歌。愿同尧舜意，所乐在人和。	舜弦	1	[[9, 10]]	[9, 10, 舜弦]
锦囊青囊，不忍自秘，总勒成书，举以问世，得公之诗，将见愈愚，传公之医，犹能醒眯。	青囊书	1	[[2, 3]]	[2, 3, 青囊书]
但使龙城飞将在，不教胡马度阴山。	飞将军	1	[[4, 5]]	[4, 5, 飞将军]
荣乐一如此，商山老紫芝。	荣公三乐	1	[[0, 1]]	[0, 1, 荣公三乐]
少小不好弄，逡巡奉弓箕。	克绍箕裘	1	[[9, 10]]	[9, 10, 克绍箕裘]
徒切乌号思，攀龙遂不成。	乘龙出鼎湖	1	[[2, 4]]	[2, 3, 4, 乘龙出鼎湖]
千金筑高台，远致天下士……我亦慷慨人，投笔弃田里。平生十万言，抱之献天子。	投笔从戎	1	[[19, 23]]	[19, 20, 21, 22, 23, 投笔从戎]
秋蛇春蚓久相杂，野鹜家鸡定谁美。	春蚓秋蛇	1	[[0, 3]]	[0, 1, 2, 3, 春蚓秋蛇]
鼠斗庭前，蚁喧床下，败壁徒悬犊鼻裈。	蚁动牛斗	1	[[5, 8]]	[5, 6, 7, 8, 蚁动牛斗]
何侯方丈，庾郎三九。	庾郎鲑菜	1	[[5, 8]]	[5, 6, 7, 8, 庾郎鲑菜]
胸中万卷书，不如一囊钱。	一囊钱	1	[[8, 10]]	[8, 9, 10, 一囊钱]
山遥远树才成点，浦静沉碑欲辨文。	杜预沉碑	1	[[10, 11]]	[10, 11, 杜预沉碑]
前程正未可量，又何事依人苟安，为幕燕釜鱼之计也乎？	鱼游沸鼎	1	[[16, 19]]	[16, 17, 18, 19, 鱼游沸鼎]
陆游卜居南浮七泽吊沉湘，西溯三巴掠夜郎。	吊屈	1	[[8, 10]]	[8, 9, 10, 吊屈]
天启初年，有抱璞莲法师，兼受龙池禅学，建期武康净名庵，二师同堂相聚，盟世外金兰，从是形影相随者二十余年。	金兰之友	1	[[37, 38]]	[37, 38, 金兰之友]
故人零落西东，题诗待倩归鸿。	雁足书	1	[[10, 12]]	[10, 11, 12, 雁足书]
楚屈原之独醒兮，众皆以之为咎。	独醒人	1	[[4, 5]]	[4, 5, 独醒人]
陶渊明耻为五斗粟屈于乡里小儿，弃官去归。	不为五斗米折腰	1	[[3, 7]]	[3, 4, 5, 6, 7, 不为五斗米折腰]
清晨听银虬，薄暮辞金马。	玉堂金马	1	[[8, 10]]	[8, 9, 10, 玉堂金马]
理应识是识非，知滞知微，使无才者泥伏，有用者云飞。	大风歌	1	[[22, 23]]	[22, 23, 大风歌]
浣纱石在无亡国，铸像金多失霸才。	黄金铸范蠡	1	[[8, 9]]	[8, 9, 黄金铸范蠡]
诗书自可老斫轮，智略足以解连环。	齐后破环	1	[[12, 14]]	[12, 13, 14, 齐后破环]
象山博学洽闻，兼通象译，善火技，每日：方今要务，宜周航万国，审其情实，庶不致观人国于云雾中。	象寄译鞮	1	[[9, 10]]	[9, 10, 象寄译鞮]
悲歌似击渐离筑，忠愤如抚桓伊筝。	闻筝堕泪	1	[[12, 14]]	[12, 13, 14, 闻筝堕泪]
海中三山失颜色，尧时十日无晶光。	羿射九日	1	[[8, 11]]	[8, 9, 10, 11, 羿射九日]
九族分离作楚囚，深溪寂寞弦苦幽，草木悲感声飕飕。	南冠楚囚	1	[[5, 6]]	[5, 6, 南冠楚囚]
一旦天牖圣衷，撤总监之任，重守令之选，下弓旌之招，收酷吏之威，布维新之化，方与二三臣工洗心涤虑，以联泰交，而不意君臣相遇之难也。	弓旌	1	[[20, 21]]	[20, 21, 弓旌]
不蒙讥呵子厚疾，反更刻画无盐丑。	刻画无盐，唐突西施	1	[[10, 13]]	[10, 11, 12, 13, 刻画无盐，唐突西施]
乘轩故自非明眼，终日僛僛舞爨薪。	焦尾琴	1	[[13, 14]]	[13, 14, 焦尾琴]
投章类缟带，伫答逾兼金。	缟纻	1	[[3, 4]]	[3, 4, 缟纻]
主人念老马，廨署容秋萤。	养老马	1	[[2, 4]]	[2, 3, 4, 养老马]
按永丰州今改为贞丰州犭人一首秋蛇春蚓贮青囊，可有神仙辟谷方。	春蚓秋蛇	1	[[15, 18]]	[15, 16, 17, 18, 春蚓秋蛇]
更怀父子东归得，手种江头柳十寻。	二疏还乡	1	[[2, 5]]	[2, 3, 4, 5, 二疏还乡]
少与冯翊李丰俱随父任扌角相善及各成人丰砥砺名行以要世誉而恕诞节直意与丰殊趣丰竟驰名一时京师之士多为之游说而当路者，或以丰名过其实而恕被褐怀玉也。	怀璧为罪	1	[[69, 70]]	[69, 70, 怀璧为罪]
参卿滞孙楚，隐市同梅福。	吴市隐	1	[[6, 7]]	[6, 7, 吴市隐]
昔叶公好龙而真龙见，燕昭市骨而骏足至。	千金市骨	1	[[10, 13]]	[10, 11, 12, 13, 千金市骨]
自古道的好：‘姜太公钓鱼，愿者上钩。’不愿，怎强得也?	渭滨垂钓	1	[[7, 16]]	[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 渭滨垂钓]
鸣琴卧治正相安，忽作监侯水国弹。	鸣琴化治	1	[[0, 3]]	[0, 1, 2, 3, 鸣琴化治]
藜床负日荷，麦陇带经锄。	带经锄	1	[[8, 10]]	[8, 9, 10, 带经锄]
羝羊触藩，老鹤乘轩，不我知者犹谓乎郎官贵而郡守尊也。	乘轩鹤	1	[[5, 8]]	[5, 6, 7, 8, 乘轩鹤]
连连舟壑改，微微市朝变。	藏舟去壑	1	[[2, 3]]	[2, 3, 藏舟去壑]
旧雨来人今不来，悠然独酌卧清虚。	旧雨今雨	1	[[0, 3]]	[0, 1, 2, 3, 旧雨今雨]
曷见玄真子，观世玉壶中。	壶中天	1	[[8, 9]]	[8, 9, 壶中天]
先师所明，有类献珠之愿;世人未识，犹多抱玉之悲。	和氏之璧	1	[[19, 22]]	[19, 20, 21, 22, 和氏之璧]
半夜娃宫作战场，血腥犹杂宴时香。	西施	1	[[2, 3]]	[2, 3, 西施]
愿郎莫著裹尸归，愿妾不死长送衣。	马革裹尸	1	[[4, 5]]	[4, 5, 马革裹尸]
顾眄一过丞相府，风流三接令公香。	荀令香	1	[[12, 14]]	[12, 13, 14, 荀令香]
破甑悲身世，虚舟任死生。	堕甑	1	[[0, 1]]	[0, 1, 堕甑]
如汉之文成五利，致身求仙，恍惚诞妄，帛书饭牛之诈，黄金可成之妄，一旦败露，为武帝所诛。	宁戚饭牛	1	[[20, 21]]	[20, 21, 宁戚饭牛]
东门黄犬堪伤痛，鹤唳华亭不可闻。	华亭鹤唳; 叹黄犬	2	[[8, 11], [2, 3]]	[8, 9, 10, 11, 华亭鹤唳]; [2, 3, 叹黄犬]
谈麈风流二十年，空门名理孔门禅。	麈尾清谈	1	[[0, 3]]	[0, 1, 2, 3, 麈尾清谈]
棠阴露泽千家旧，竹马童儿十载余。	竹马交迎	1	[[8, 11]]	[8, 9, 10, 11, 竹马交迎]
小姑居处本无郎，正少孟光来赁庑。	梁鸿赁庑	1	[[13, 14]]	[13, 14, 梁鸿赁庑]
群鸱得腐鼠，笑汝长苦饥。	鸱得腐鼠	1	[[1, 4]]	[1, 2, 3, 4, 鸱得腐鼠]
风流闲暇，胡床乘兴，燕寝凝香。	南楼	1	[[5, 8]]	[5, 6, 7, 8, 南楼]
未夕阳先着归鞭，只盼着箫台凤鸟，天边鸾鹤，云中鸡犬。	乘鸾	1	[[11, 12]]	[11, 12, 乘鸾]
君诗高处古天师，岛瘦郊寒讵足差?	郊寒岛瘦	1	[[8, 11]]	[8, 9, 10, 11, 郊寒岛瘦]
盘餐登异味，指动已先知。	染指	1	[[6, 7]]	[6, 7, 染指]
楚歌早闻歌凤德，刘琨休更舞鸡声。	闻鸡起舞	1	[[12, 14]]	[12, 13, 14, 闻鸡起舞]
身原飞退鹢，情比噪寒蝉。	六鹢风	1	[[2, 4]]	[2, 3, 4, 六鹢风]
停舆兴睿览，还举《大风》篇。	大风歌; 大风歌	2	[[9, 10], [12, 12]]	[9, 10, 大风歌]; [12, 大风歌]
桃李门墙，险把负荆人唬煞。	树桃李	1	[[0, 3]]	[0, 1, 2, 3, 树桃李]
被绣昼行，昔人攸羡。	衣绣夜行	1	[[0, 3]]	[0, 1, 2, 3, 衣绣夜行]
寄言飞凫舄，岁晏共联翩。	王乔凫舄	1	[[2, 4]]	[2, 3, 4, 王乔凫舄]
海的女神带着鲛人和蜃女，在绿色的云片里嬉戏。	鲛人泣珠	1	[[6, 7]]	[6, 7, 鲛人泣珠]
似而今，元龙臭味，孟公瓜葛。我病君来高歌饮，惊散楼头飞雪。	元龙高卧	1	[[4, 7]]	[4, 5, 6, 7, 元龙高卧]
此耿恭之拜井，商人之化城也。	忠泉出井	1	[[5, 6]]	[5, 6, 忠泉出井]
孝先便腹宁无诮，痀偻承蜩敢衒功。	孝先便腹	1	[[0, 3]]	[0, 1, 2, 3, 孝先便腹]
东山老，可堪岁晚，独听桓筝。	闻筝堕泪	1	[[11, 12]]	[11, 12, 闻筝堕泪]
有昔灵王子，吹笙溯泬寥。	王乔控鹤	1	[[2, 4]]	[2, 3, 4, 王乔控鹤]
逐鹿君臣长夜里，亡羊臧穀一抔中。	臧穀亡羊	1	[[8, 11]]	[8, 9, 10, 11, 臧穀亡羊]
三奇得使，究仪神之阴阳，可辨弄章弄瓦，玉女守门，考宫次之主墓，遂知男吉女良，蛇夭矫而孕非祯祥，也遂虞稳婆作弊。	弄璋弄瓦	1	[[14, 17]]	[14, 15, 16, 17, 弄璋弄瓦]
义不戴天，扣九关而无路；礼应投地，庶十力之可凭。	九关虎豹	1	[[6, 7]]	[6, 7, 九关虎豹]
伍举刺荆王以大鸟，齐客讥薛公以海鱼。	一鸣惊人	1	[[0, 4]]	[0, 1, 2, 3, 4, 一鸣惊人]
君不见温家玉镜台，提携抱握九重来。	镜台自献	1	[[3, 7]]	[3, 4, 5, 6, 7, 镜台自献]
陈涛斜，为谁哭，明日上书甘放逐，将军有齿嚼欲碎，将军有眦血成泪。	张巡嚼齿; 张巡嚼齿	2	[[19, 22], [27, 30]]	[19, 20, 21, 22, 张巡嚼齿]; [27, 28, 29, 30, 张巡嚼齿]
今宵难作刀州梦，月色江声共一楼。	三刀梦	1	[[4, 6]]	[4, 5, 6, 三刀梦]
且将扁鹊巧心手，去作双鸾系足人。	月下老人	1	[[12, 14]]	[12, 13, 14, 月下老人]
会有杨生者，生中表戚也，亦就院中下帷，与生斋仅隔一壁，常怪生既昏即闭户。	目不窥园	1	[[16, 17]]	[16, 17, 目不窥园]
赖是鼠嫌贫不至，不然谁读五车书。	五车书	1	[[12, 14]]	[12, 13, 14, 五车书]
自是琴中逢卓女，何须画里见崔徽。	崔徽图画	1	[[13, 14]]	[13, 14, 崔徽图画]
念山河百二，玉镡罢手，都付与中流楫。	中流击楫	1	[[14, 16]]	[14, 15, 16, 中流击楫]
高揭鸡竿辟帝阍，祥风微暖瑞云屯。	金鸡放赦	1	[[2, 3]]	[2, 3, 金鸡放赦]
丁固梦时还有意，秦王封日岂无心?	大夫松	1	[[8, 10]]	[8, 9, 10, 大夫松]
屏风误点惑孙郎，团扇草书轻内史。	屏风误点	1	[[0, 3]]	[0, 1, 2, 3, 屏风误点]
其文词妙丽，如玉振金声。	金声玉振	1	[[7, 10]]	[7, 8, 9, 10, 金声玉振]
黄鸡催晓不须愁，老尽世人非我独。	养老马	1	[[8, 9]]	[8, 9, 养老马]
阿香推车动地来，振起虬髭上天阙。	阿香推雷车	1	[[0, 3]]	[0, 1, 2, 3, 阿香推雷车]
田山姜廉俭康熙己未开博学宏词科，一时名士率皆怀刺跨马，日夜诣司枋者之门，乞声誉以进.德州田山姜侍郎雯方以工部郎中膺荐辟，屏居萧寺，不见一客。	祢衡怀刺	1	[[22, 23]]	[22, 23, 祢衡怀刺]
若乃庖厨、胥靡、种德、微管之臣，罕闻于世；黜鲁、逐荆、抱关、执戟之士，无乏于时。	微管之叹	1	[[11, 12]]	[11, 12, 微管之叹]
龙飞凤翔，以喻圣人之兴也。	九五飞龙	1	[[0, 1]]	[0, 1, 九五飞龙]
华发长折腰，将贻陶公诮。	不为五斗米折腰	1	[[3, 4]]	[3, 4, 不为五斗米折腰]
未行先止，鱼上竹竿人噪喜。九万鹏风，六月天池一息通。	鲲鹏展翅	1	[[15, 16]]	[15, 16, 鲲鹏展翅]
放怀齐指马，屏息度羲舒。	月御	1	[[9, 10]]	[9, 10, 月御]
革命重坚定，永作座右铭。	座右铭	1	[[8, 10]]	[8, 9, 10, 座右铭]
太平固自多遗老，独往何妨是斥仙。	流霞	1	[[13, 14]]	[13, 14, 流霞]
足以雪曩岁之湮沉，恢张祢刺;壮平生之意气，弃掷终繻。	祢衡怀刺	1	[[11, 12]]	[11, 12, 祢衡怀刺]
绛蜡高烧，海棠睡未醒。	海棠睡	1	[[5, 7]]	[5, 6, 7, 海棠睡]
你不要把龙生看左了，他是个困马周未把才华显。	新丰客	1	[[13, 15]]	[13, 14, 15, 新丰客]
《孔氏家传》孔参议家藏，号东家方。	东家丘	1	[[13, 14]]	[13, 14, 东家丘]
王郎风雅静者流，百城高拥何所求?	坐拥百城	1	[[8, 11]]	[8, 9, 10, 11, 坐拥百城]
诗腑常焦枯，七碗犹未已。	卢仝七碗茶	1	[[6, 7]]	[6, 7, 卢仝七碗茶]
白发潘郎宽沈带，怕看山，忆它眉黛。	沈约瘦	1	[[4, 6]]	[4, 5, 6, 沈约瘦]
春风似相识，偏惜寿阳妆。	梅花妆	1	[[8, 10]]	[8, 9, 10, 梅花妆]
伯玉行年非已断，少陵垂老懒逾真。冶城花月乐千春。	蘧瑗知非	1	[[0, 3]]	[0, 1, 2, 3, 蘧瑗知非]
家贫惟好月，空愧子猷过。	访戴	1	[[8, 10]]	[8, 9, 10, 访戴]
天一诏将凫乙辨，三千牍为鹜行裁。	越凫楚乙; 三千牍	2	[[4, 6], [8, 10]]	[4, 5, 6, 越凫楚乙]; [8, 9, 10, 三千牍]
时陪庾公赏，还悟脱烦嚣。	南楼	1	[[2, 4]]	[2, 3, 4, 南楼]
愿随执金策，往结周太子。	王乔控鹤	1	[[8, 10]]	[8, 9, 10, 王乔控鹤]
王师屡征而未有所克者，盖以吴蜀唇齿相依，凭阻山水，有难拔之势故也。	虢灭虞亡	1	[[15, 18]]	[15, 16, 17, 18, 虢灭虞亡]
不甘老天禄，试欲叫未央。小臣胆如斗，侏儒俸一囊。	索米长安	1	[[18, 20]]	[18, 19, 20, 索米长安]
如何只见丁家鹤，依旧辽东叹绿芜。	辽东鹤	1	[[4, 6]]	[4, 5, 6, 辽东鹤]
壁挂嵇琴，村疑阮曲。	广陵散	1	[[2, 3]]	[2, 3, 广陵散]
郭外行春策病马，壁间退食悬枯鱼。	羊续悬鱼	1	[[12, 14]]	[12, 13, 14, 羊续悬鱼]
一旦歼良，百身靡赎，听邻笛以兴嗟，睹遗琴而扌文泪。	秦穆杀三良	1	[[2, 3]]	[2, 3, 秦穆杀三良]
玉麈谈玄，叹坐客、多少风流名胜。	麈尾清谈	1	[[0, 3]]	[0, 1, 2, 3, 麈尾清谈]
温饱从来与道违，书生只合卧牛衣。	牛衣对泣	1	[[12, 14]]	[12, 13, 14, 牛衣对泣]
同受新年不同赏，无由缩地欲如何。	长房缩地	1	[[10, 11]]	[10, 11, 长房缩地]
戎狄方构患，休牛殊未遑。	归马放牛	1	[[6, 7]]	[6, 7, 归马放牛]
上行幸河东，亡书三箧，诏问莫能知，惟安世识之，具作其事。	安世补亡	1	[[8, 9]]	[8, 9, 安世补亡]
但值天崩地坼之日，孰无啮臂纳肝之思！	弘演纳肝	1	[[13, 14]]	[13, 14, 弘演纳肝]
上有梅仙采药之幽栖，下有萧云读书之故基。	吴市隐	1	[[2, 3]]	[2, 3, 吴市隐]
牧民之官，浮虎慕其清尘；执法之吏，埋轮谢其梗直。	张纲埋轮	1	[[17, 18]]	[17, 18, 张纲埋轮]
玉呈楚国冤虽雪，剑化延津死未甘。	丰城剑气	1	[[8, 11]]	[8, 9, 10, 11, 丰城剑气]
鵩上承尘才几日，鹤归华表已千年。	贾生赋鵩	1	[[0, 3]]	[0, 1, 2, 3, 贾生赋鵩]
居士竹，故侯瓜，老生涯。自然天地，本分云山，到处为家。	子猷惜此君	1	[[0, 2]]	[0, 1, 2, 子猷惜此君]
岂无澄清志，悔揽孟博辔。	揽辔澄清	1	[[7, 10]]	[7, 8, 9, 10, 揽辔澄清]
夫贵阴贱璧，圣所约也;颠倒衣裳，明所箴也。	禹惜寸阴	1	[[1, 4]]	[1, 2, 3, 4, 禹惜寸阴]
故人舍我归黄壤，流水高山深自知。	伯牙鼓琴	1	[[8, 11]]	[8, 9, 10, 11, 伯牙鼓琴]
厥后，问鼎之轻重者有之，射王中肩者有之。	问鼎; 问鼎	2	[[3, 4], [6, 7]]	[3, 4, 问鼎]; [6, 7, 问鼎]
恨生平种璧在蓝田后，那里去怀珠向汉浦求?	种玉	1	[[3, 4]]	[3, 4, 种玉]
尒朱荣马邑小胡，人才凡鄙，不度德量力，长戟指阙，所谓穷辙拒轮，积薪候燎。	厝火积薪	1	[[31, 34]]	[31, 32, 33, 34, 厝火积薪]
不弱如待月张生，偷香韩寿，谒浆崔护。	贾女香	1	[[8, 11]]	[8, 9, 10, 11, 贾女香]
羽翼怀商老，文思忆帝尧。	商山四皓	1	[[3, 4]]	[3, 4, 商山四皓]
若见山中陶宰相，白云千里思悠悠。	山中宰相	1	[[2, 6]]	[2, 3, 4, 5, 6, 山中宰相]
百万买宅，千万买邻，人生孰若安居之乐?	千万买邻	1	[[5, 8]]	[5, 6, 7, 8, 千万买邻]
养志南荆，可与卞宝争价;韬光楚服，固同隋照共明。	隋侯之珠	1	[[19, 20]]	[19, 20, 隋侯之珠]
揽衣独立镜湖边，风露万顷秋渺然；开帆讵必入东海，骑鲸便可追飞仙。	骑鲸	1	[[24, 25]]	[24, 25, 骑鲸]
