sentence	variation_number	allusion	allusion_index
当初指雁为羹，充饥画饼，道无情却有情。	1	画饼充饥	[[7, 11]]
蝉冕侍祠三事列，鸡竿赐赦九州同。	1	金鸡放赦	[[8, 12]]
渐入唐人诸老画，可追洛社耆英集。	1	洛阳耆英会	[[10, 14]]
印春山半晕新眉，破朝花一条轻翠。	2	远山眉, 远山眉	[[1, 3], [6, 7]]
帛书投笔封鱼腹，元发冲冠捋虎须。	1	捋虎须	[[12, 14]]
归三岛路，日过八花砖。	1	八花砖	[[7, 9]]
原宪家贫人事少，彭宣年老后堂知。	1	原宪贫	[[0, 4]]
世事那堪祝网罗，流年无复感蹉跎。	1	网开三面	[[4, 7]]
乡书有雁，晏裘凋弊成长叹。	1	晏子裘	[[5, 6]]
汉家循吏文翁少，亮府谋臣马谡多。	1	文翁化俗	[[4, 5]]
两地干戈连越绝，数年麋鹿卧姑苏。	1	鹿走姑苏台	[[10, 15]]
世有孟子，或以之劝齐梁，我则终于韫匵而已。	1	韫椟待价	[[16, 18]]
妾闻钧天广乐，空传帝所之游。	1	钧天广乐	[[2, 6]]
看者不容眼，那堪便向言中定旨，句下明宗，大似缘木求鱼、守株待兔。	2	守株待兔, 缘木求鱼	[[27, 30], [22, 25]]
待为国士者乃立漆身之节，馈以一餐者便致扶轮之効，况其重于此乎？	2	灵辄扶轮, 灵辄扶轮	[[14, 15], [19, 20]]
盖百代之仪表，千年之领袖，曾不慭留，梁摧奄及。	1	夫子梦奠	[[18, 20]]
扇底清歌尘不动，胡床明月清秋。	1	南楼	[[8, 12]]
侏儒饱笑东方朔，薏苡谗忧马伏波。	1	索米长安	[[0, 3]]
题雁塔，步蟾宫，前程万里附溟鸿。	1	蟾宫折桂	[[4, 7]]
愚按：前方云，治心经虚热，其所用药多属泻心、泻肝经之剂，虚热二字，恐鲁鱼也。	1	鲁鱼亥豕	[[34, 35]]
我自己在心里叫了一声，因为那只下了轿的尊脚才是一朵三寸金莲。	1	金莲步	[[25, 29]]
东马严徐，名籍甚、西京人物。谁不羡、伏蒲忠鲠，演纶词笔?	1	伏青蒲	[[18, 22]]
纶命忽从天上至，便绾兵权辞漕计。	1	纶綍	[[0, 2]]
自指燕山最高石，不知谁为勒殊功。	1	勒铭燕然	[[12, 15]]
科名旧捷仙人桂，县界遥看婺女星。	1	蟾宫折桂	[[4, 7]]
故吕望辅已成之业，指挥致维师之名；伊尹出空桑之中，翼赞负阿衡之号。	1	出空桑	[[19, 21]]
倚马雄才，凌云逸气，路觉丹霄直。三千牍就，看君归奏文石。	1	倚马才	[[0, 4]]
只为着威仪太贬，致累他早悲纨扇。	1	班姬咏扇	[[12, 15]]
织屦辟纑终古事，牛衣岁月即羲皇。	1	牛衣对泣	[[8, 12]]
高帝复以马上得天下，其于变狂秦之余习，复隆周之美化，亦不暇给矣。	1	马上得天下	[[4, 8]]
若邵郑二子，单进求名之志失其类，虽顺坂之势可惜，而揠苗之戒难忘。	1	揠苗助长	[[25, 26]]
《玉树》歌终王气收，雁行高送石城秋。	2	玉树后庭花, 玉树后庭花	[[1, 3], [4, 6]]
何事须夫子，邀予谷口真。	1	谷口子真	[[8, 11]]
髯多鼻大能高兴，知不负我汝南评。	1	汝南月旦	[[12, 15]]
眼底独怜君落拓，又何堪鹃鸟啼红去。	1	望帝啼鹃	[[11, 15]]
自古相知心最难，头皮断送肯重还?	1	断送老头皮	[[8, 12]]
一个云笼晓色山装面，一个月浸寒潭永画眉。	1	张敞画眉	[[17, 18]]
还倾四五酌，自咏《猛虎词》。近作十日欢，远为千载期。	1	平原十日饮	[[16, 19]]
惊坐孟公秋入辖，尚《玄》扬子草为邻。	1	陈惊座	[[0, 4]]
况玉树声销，低迷禾黍，梁园客散，清浅蓬莱。	1	沧海桑田	[[16, 20]]
夫牛角之歌，辞鄙而义拙;堂下之言，不书于传记。	1	宁戚饭牛	[[1, 5]]
嘉其委质之诚，宠以附蝉之贵。阮貂换酒，潘直逢秋。	1	金貂换酒	[[14, 18]]
鳌背三山最上峰，美人手把玉芙蓉。	1	龙伯钓鳌	[[0, 4]]
到处蜗庐感滞淹，晓凉差喜失朱炎。	1	蜗牛庐	[[2, 3]]
唐麻感激排狐鼠，汉党分明辨鳦鸿。	1	越凫楚乙	[[12, 15]]
律比昆仑竹，音知燥湿弦。	1	伶伦凤律	[[2, 5]]
梅花姿逞春情性，不怕封夷号令严。	1	封姨	[[10, 12]]
至乃照萤映雪，编蒲缉柳，先言往行，人物雅俗，甘泉遗仪，南宫故事，画地成图，抵掌可述；岂直鼮鼠有必对之辩，竹书无落简之谬，访对不休，质疑斯在。	3	温舒截蒲, 孙康映雪, 悬梁刺股	[[7, 8], [2, 5], [9, 10]]
肘悬金印，口饮玉罍，万里立勋，倾樽为别。	1	金印如斗	[[0, 4]]
杯中蛇影，自起猜疑；塞翁失马，难分祸福。	2	杯弓蛇影, 塞翁失马	[[0, 3], [10, 13]]
旋以孔罇引满，徐榻解悬。	1	陈蕃榻	[[7, 9]]
神奸脱距竞葅醢，亦有然脐当路衢。	1	燃脐	[[10, 12]]
金印斗大值几钱?锦囊山齐今几篇?	1	锦囊佳句	[[8, 10]]
真是风声鹤唳，草木皆兵，听得后面没有追赶，才放了心。	1	草木皆兵	[[7, 10]]
倘为于禁潜归，定合燃脐挂胆。	1	胆大如斗	[[11, 13]]
相如四壁消何物？直要文君典鹔鹴。旧与赵景温浮云流水易西东，回首梁园似梦中。	3	典鹔鹴裘, 典鹔鹴裘, 典鹔鹴裘	[[0, 1], [10, 11], [12, 14]]
颜渊箪食瓢饮……范史云釜中生尘。	1	甑尘釜鱼	[[11, 15]]
年年佩剑嗟游子，莫笑南山豆尽荒。	1	南山种豆	[[10, 12]]
多幸，条冰解去，新衔全省。	1	一条冰	[[3, 5]]
想见红尘乌帽底，几多怀玉未知名。	1	怀璧为罪	[[10, 11]]
物换星移，城是人非，今古一枰棋。	1	辽东鹤	[[5, 9]]
城内大饥，人相食，傅侍中乞伏延祚、吏部尚书乞伏跋跋逾城奔代，末乃衔璧出降。	1	面缚舆榇	[[32, 33]]
弟子韩幹早入室，亦能画马穷殊相。	1	升堂入室	[[5, 7]]
与君一话真成幸，抵多少丸僚斫郢。	1	郢匠挥斤	[[11, 15]]
智琼来劝酒，文君过听琴。	2	琴挑文君, 琴挑文君	[[6, 8], [9, 11]]
《桃叶》传情《竹枝》怨，水流无限月明多。	2	桃叶桃根, 桃叶桃根	[[1, 3], [4, 6]]
公于此已肱三折，我愧才非手八叉。	1	叉手吟	[[12, 15]]
如君懋《隋书》，虽欲祖述商周，宪章虞夏，观其所述乃似《孔子家语》、临川《世说》，可谓画虎不成反类犬也。	1	画虎不成反类狗	[[42, 49]]
光含班女扇，韵入楚王弦。	1	班姬咏扇	[[2, 5]]
辨此情怀，庶不使韩苏笑人寂寂。	1	邓禹笑人	[[10, 13]]
知道文君隔青琐，梁园赋客肯言才。	2	琴挑文君, 梁园赋雪	[[2, 3], [8, 12]]
借问乘查人，沧洲复谁在?	1	乘槎	[[2, 5]]
晓上阴崖逢月黑，前溪虎去犹留迹。	0	nan	[]
王家竹，陶家柳，谢家池，知君勋业未了，不是枕流时。	1	子猷惜此君	[[0, 3]]
舞唐庭之来仪，鸣岐阳之鸑鷟。	1	岐山鸣凤	[[7, 10]]
本名怀玉，至是赐今名，遂有淄、青、齐、海、登、莱、沂、密、德、棣十州，与田承嗣、薛嵩、李宝臣、梁崇义辅牙相倚。	1	虢灭虞亡	[[50, 54]]
你可知宋太祖说的好：‘卧榻之侧，岂容他人酣睡?’他们不来，咱们两个竟联起句来，明日羞他们一羞!	1	卧榻之侧，岂容鼾睡	[[-1, 9]]
我若乘槎犯斗牛，莫向常人语。	1	乘槎	[[2, 7]]
笑拍洪崖咏新作，满空笙鹤下高寒。	1	拍洪崖肩	[[0, 4]]
东窗私语逆谋临，万里长城竟陆沉。	1	长城自坏	[[8, 11]]
旋振羽于丘门，获陪尘于阮巷。	1	未能免俗	[[11, 13]]
其兄病，有乌衣人令杀之，向其请乞，终不下手。	1	乌衣门第	[[5, 6]]
双眸闪闪烂岩电，细书小字笺鱼虫。	1	岩下电	[[4, 7]]
也抵得回车大恸嗣宗哭，出门一破士龙笑。	1	哭穷途	[[7, 10]]
春服初成靓妆莹，兴来径入无何境。	1	无何有之乡	[[12, 15]]
自言不作《封禅书》，更肯悲吟《白头》曲。	2	白头吟, 白头吟	[[15, 17], [18, 19]]
刘表虽遗恨，庞公至死藏。	2	鹿门采药, 鹿门采药	[[6, 8], [10, 11]]
窃以秦代灭学，《乐经》残亡。	1	焚书坑儒	[[4, 6]]
及其入郢而鞭平王足矣，夫复何求哉？	1	鞭尸	[[5, 7]]
孙被登三相，刘衣阐四方。	1	公孙布被	[[0, 2]]
晨炊一箸红银粒，忆着长安索米秋。	1	索米长安	[[10, 14]]
这期间寻梅的意懒，访戴的心灰。	1	访戴	[[9, 11]]
隋珠和璧世珍重，眼前点毁终难动。	1	和氏之璧	[[0, 4]]
犹轻五车富，未重一囊贫。李仙非易托，苏鬼尚难因。	1	李郭同舟	[[12, 14]]
陨首三泉，犹希结草。	1	结草以报	[[7, 9]]
念君客游思断肠，慊慊思归恋故乡。	1	断肠猿	[[5, 6]]
洛阳宫殿化为烽，休道秦关百二重。	1	百二山河	[[10, 14]]
一闻俗人言，三日终洗耳。	1	许由洗耳	[[9, 11]]
箕山藏遁许，吴市隐仙梅。	1	吴市隐	[[9, 11]]
儿女相怜牢落甚，为翁浅盏酌流霞。	1	流霞	[[12, 14]]
贾赋愁单阏，邹书怯大梁。	1	梁狱上书	[[6, 8]]
力似鲁阳戈转日，精如邹衍笛生春。	1	挥戈回日	[[4, 7]]
空闻迁贾谊，不待相孙弘。	1	东阁招贤	[[8, 11]]
履弊行偏冷，门扃卧更羸。	1	东郭履	[[0, 2]]
青简诗章抛粪土，紫芝眉宇漫灰尘。	1	紫芝眉宇	[[8, 12]]
旧社更谁能拥鼻，新秋有客独登高。	1	拥鼻吟	[[5, 6]]
及悬车告老，怡然自得。	1	悬车告老	[[1, 5]]
一钱不直程卫尉，万事称好司马公。	1	好好先生	[[8, 11]]
参军但有四立壁，初无临江千木奴。	1	千头木奴	[[12, 15]]
会逐灵槎上，还归天汉边。	1	乘槎	[[2, 4]]
试才初得桂，泊渚肯伤蘋。	1	郤诜丹桂	[[3, 5]]
佳客登门，倒屦出迎忻幸。	1	倒屣迎宾	[[5, 9]]
笛里三弄，梅心惊破，多少春情意。	1	桓伊三弄	[[0, 3]]
还同长卿志，题字满河桥。	1	题桥柱	[[6, 11]]
百鸟已如簧，飞花乱回雪。	1	巧言如簧	[[3, 4]]
常笑文人偃蹇，枉自有宋才潘面，都贫贱。	1	潘安貌	[[12, 14]]
篱下先生时得醉，瓮间吏部暂偷眠。	1	瓮间吏部	[[8, 12]]
藻掞潘江澈，尘虚范甑清。	1	陆海潘江	[[2, 4]]
夜迷三绕鹊，昼断一行鸿。	1	乌鹊南飞	[[2, 5]]
此老先生，尚不留东阁，肯博西凉?	1	斗酒博凉州	[[12, 15]]
于是殚心瘁容，躬走官府，招亡植坏，保守先业于纲纪糜烂之后，甫七岁，珠还璧全，俾圆领方袍之士不觖望。	1	合浦珠还	[[33, 37]]
但愿鱼化龙，青云得路，桂枝高折步蟾宫。	1	鱼化龙	[[2, 5]]
乌台旧案累汝，牵惹随司。	1	乌台诗案	[[0, 3]]
朕求贤于君而未得，君乃翻然称疾，非徒不得贤，更开失贤之路，增玉铉之倾。	1	玉铉	[[30, 32]]
愁肠欲断，正是青春半。连理分枝鸾失伴，又是一场离散。	1	相思树	[[11, 15]]
曹丘生莫游扬，这瞎汉还曾自配量。	2	一诺千金, 一诺千金	[[0, 2], [4, 6]]
鲁仲连论帝秦之害，亦曰：“彼又将使其子女谗妾，为诸侯妃姬，处梁之宫，梁君安得晏然而已乎？而将军又何以得故宠乎？”	0	nan	[]
然明方改俗，去病不为家。	1	将军辞第	[[6, 11]]
因举罗，得一只舄，使上方识，是四年中所赐尚书履也。	1	郑履	[[20, 22]]
嗟彼当门兰，芳馥将如何？	1	当门兰	[[2, 4]]
他这个钟鸣鼎食的长房长孙，曾经裹在锦缎的襁褓中。	1	钟鸣鼎食	[[3, 7]]
岂知绣斧客，还过雀罗门。	1	门可罗雀	[[8, 11]]
春困也，红妆向晚，归来莫误卿卿。	1	卿卿	[[13, 15]]
带烙成骈死，嘶盐了此生。孙阳何处是，泪尽太行程。	1	骥伏盐车	[[6, 8]]
卧疾丰暇豫，翰墨时间作……既笑沮溺苦，又哂子云阁。	1	扬雄投阁	[[21, 24]]
梦回扰扰仍世间，心如伤弓怯虚弹。	1	空弦落雁	[[10, 15]]
乃命左右曰：“今日与寡人饮，不绝冠缨者不欢。	1	大笑绝缨	[[15, 17]]
冥鸿聿高举，蜩鷽何由追?	1	榆枋之见	[[6, 8]]
家人怪久不回，往视，见连翘立井水上。及出，忽得笑疾。问其故，云有人自后以手触其腋，痒不可忍。	1	士龙笑疾	[[23, 24]]
缑山遗响昔所闻，庙庭进旅今攸没。	1	王乔控鹤	[[0, 4]]
又争奈、桓伊三弄，开遍西湖，春意烂。	1	桓伊三弄	[[4, 8]]
马上原无听鸡句，原头那有饭牛歌?	1	宁戚饭牛	[[12, 15]]
留与熙朝歌《击壤》，含哺鼓腹作无怀。	2	击壤歌, 击壤歌	[[4, 5], [6, 8]]
一种老人能算度，磻溪心迹愧商颜。	1	渭滨垂钓	[[8, 12]]
黍谷春回早，喜联翩，中兴李郭，大功成了。	1	邹衍吹律	[[0, 4]]
观君法苑思冲虚，使我真乘刃有馀。	1	庖丁解牛	[[12, 15]]
冯贻以诗有“吞炭难忘当日事，积薪甚愧后来恩。	1	漆身吞炭	[[6, 7]]
暗投空欲报，下调不成章。	1	明珠暗投	[[0, 2]]
秦娥一别凤凰台，东入青冥更不回。	1	乘鸾	[[0, 2]]
著甚的肘后悬金印，锦衣还里想。	1	衣绣夜行	[[9, 13]]
或议论于贵贱之间，而尊贵执言，孰堪违抗，故明哲保身之士，宁为好好先生。	1	好好先生	[[30, 33]]
适有知县缺出，即以吏目补授，谕曰：「汝作知县，可始终强项以庇百姓，勿为上官屈也。	1	强项令	[[26, 27]]
凡自以为识路者，总过了‘而立’之年。	1	而立岁	[[11, 16]]
悲来偕《五噫》，怨极怼双王。	1	五噫歌	[[3, 6]]
长沙励志向中原，朝暮州斋运百甓。	1	陶侃运甓	[[11, 15]]
除征北将军、定州刺史，衣锦昼游，大为称满。	1	衣绣夜行	[[13, 15]]
前锋纷其易帜，后骑决其沙囊。	1	拔赵帜易汉帜	[[4, 6]]
邢尹一相见，涕泣服其美。	1	尹邢避面	[[0, 2]]
务使人有管鲍之知，方可望其同心戮力之战。	1	管鲍交	[[4, 5]]
一曲《临江仙》自好，锦还未必胜生还。	1	衣绣夜行	[[10, 12]]
名已不正，注方者添出许多蛇足，则言不顺矣。	1	画蛇添足	[[12, 13]]
子卿白首，当还西京;辽东万里，亦归管宁。	1	苏武节	[[0, 4]]
井底引银瓶，银瓶欲上丝绳绝；石上磨玉簪，玉簪欲成中央折。瓶沈簪折知奈何，似妾今朝与君别。	1	瓶沉簪折	[[28, 31]]
洛社衣冠追往事，长沙风景聚骚人。	1	洛阳社	[[0, 1]]
〔独班支使曰〕得非‘大明寺水天下无比’八字乎?众皆恍然曰：黄绢之奇智亦何异哉?	1	绝妙好辞	[[29, 31]]
予幼闻古人还麦投钱之事，心敬慕之。	1	还麦	[[5, 7]]
生曰：‘得卿如此，吾何忧！顾念一人得道，拔宅飞升。余将远逝，一切付之于卿。’	1	拔宅上升	[[20, 23]]
何意天恩横被，宸睠曲成，猥抡樗散之才，专委栋隆之任。	1	樗栎	[[14, 16]]
虽千秋之一日九迁，荀爽之十旬远至，方之微臣，未为速达。	1	一言悟主	[[4, 8]]
诗来香迸宵人屋，笑杀元规尘污人。	1	庾公尘	[[10, 14]]
功名亦何物，得失争虫鸡。	1	鸡虫得失	[[9, 10]]
正月接树右取树本如斧柯，及臂者，皆堪接，谓之树砧。	1	执柯	[[9, 10]]
谢家园里成吟久，只欠池塘一句诗。	1	梦惠连	[[10, 15]]
平曰：“俗云‘初生之犊，不惧于虎。	1	初生之犊	[[7, 15]]
牧羊有坦途，亡羊自多端。	2	歧路亡羊, 歧路亡羊	[[6, 8], [9, 11]]
乃有美女化贞石，苍狗变白云，其怪诞虚幻若此！	1	白衣苍狗	[[8, 10]]
属词慕孔门，入仕希上公。	0	nan	[]
况杯弓蛇影，恍惚无凭，而点缀铺张，宛如目睹。	1	杯弓蛇影	[[1, 5]]
矫矫龙头士，腾跃在明时。	1	三人一龙	[[2, 4]]
是中三益友，不减二仲贤。	1	三友	[[2, 5]]
谁知绝唱后，更有难和曲……清文不出户，仿像皆在目。	1	曲高和寡	[[8, 11]]
令弟尚为苍水使，名家莫出杜陵人。	1	苍水使	[[4, 6]]
况此枯山，乃完卵之地，如何抵挡十万雄兵？	1	巢倾卵破	[[6, 7]]
鲁连让齐爵，遗组去邯郸。	1	鲁连辞赏	[[0, 4]]
早得铸金夸范蠡，旋闻垂钓哭平津。	1	黄金铸范蠡	[[2, 4]]
史家传志之文学，士大夫或艰涉猎，及播诸管弦，托于优孟，转令天下后世观场者，若古来忠孝贤奸凛然在目。	1	优孟衣冠	[[24, 26]]
梗泛沟中断，材惊爨下音。	2	沟中断, 焦尾琴	[[2, 4], [8, 10]]
宗昭原是寒素之家，中了举，百务齐作的时候，去了这四十两银，弄得手里掣襟露肘，没钱使，急得眼里插柴一般。	1	捉衿见肘	[[33, 37]]
怯懦宁出胯下，清狂羞入裈中。	1	胯下之辱	[[3, 4]]
多谢大娘子，小人结草衔环，此恩必当重报。	1	结草以报	[[8, 12]]
逢时当自取，看尔欲先鞭。	1	祖鞭先著	[[9, 11]]
归平津之馆，时闻枥马之嘶;舍广成之传，裁见诸侯之客。	1	老骥伏枥	[[8, 10]]
眼青宾礼重，眉白众情高。	1	马良白眉	[[6, 8]]
亭亭傅氏岩，何独万古思。	1	拔才岩穴	[[2, 5]]
所利不足以药其所伤，所获不足以偿其所亡，岂不哀哉，昔齐桓不背曹沫之盟，晋文不渝伐原之信，魏文不愆虞人之期，秦孝不惜徙木之赏，千古韪之。	1	商鞅徙木	[[57, 58]]
策马行行到豫州，祖生寂寞水空流。	1	祖鞭先著	[[8, 10]]
阴霾玉兔，动宵汉之微明，晓报天鸡，越氛埃之迥出。	2	天鸡, 玉兔	[[14, 15], [2, 3]]
若变入死墓空绝，则是虎头蛇尾，虽凶无咎之兆，虚惊则不免焉。	1	虎头蛇尾	[[10, 13]]
河山藏汉誓，宝玉展周亲。	1	河山带砺	[[3, 5]]
汉滨耆旧今谁在?驷马高盖徒纷纷。	1	于公高门	[[8, 12]]
黄金台畔，不栽燕姞之花；秋草丛中，孰采灵均之佩。	1	燕梦征兰	[[7, 8]]
汉将日征兵，有谁人问及铅椠经生。	1	怀铅提椠	[[11, 13]]
冒此殊恩，感奚若啻于九迁，惧实深于三褫。	1	一言悟主	[[10, 12]]
洞里桃源何处寻，都来一寸三分深，交欢之际君须记，过却区区枉费心。	1	桃花源	[[2, 3]]
敢望荆溪作诗跋，自惭弊帚享千金。	1	敝帚千金	[[10, 14]]
得脱穹庐似脱围，一鞭先著喜公归。	1	祖鞭先著	[[8, 12]]
燕市之醉泣，楚帐之悲歌，岐路之涕零，穷途之恸哭。	4	哭穷途, 燕市悲歌, 虞歌诀别, 杨朱泣歧路	[[18, 19], [0, 4], [6, 10], [12, 16]]
病怯腥咸不买鱼，尔来心腹一时虚。使君不复怜乌攫，属国方将掘鼠馀。	1	苏武节	[[28, 31]]
胜事远公莲，深心懒残芋。	1	懒残煨半芋	[[8, 11]]
去国几三虎，闻《韶》待一夔。	1	三人成虎	[[3, 5]]
生灵叹息，惧失于农功，沼沚鱼喁，将悬于枯肆。	1	涸辙之鲋	[[19, 21]]
梁苑隋堤事已空，万条犹舞旧东风。	1	隋堤	[[2, 3]]
元海异之曰：‘此吾家千里驹也，从兄为不亡矣!’	1	千里驹	[[8, 13]]
贾臣负担行吟日，韩信低头出胯时。	1	胯下之辱	[[12, 13]]
公大忧，急为胶续以解之，而公子不乐。	1	续弦胶	[[6, 8]]
桃符板，即今门对，古当有之，其事始于五代，见记载耳。	1	神荼郁垒	[[0, 3]]
十年映雪囊萤，苦学干禄，幸首获州庠乡举。	1	囊萤照读	[[2, 6]]
不学刘琨舞，先歌汉祖风。	1	闻鸡起舞	[[2, 5]]
弟劝兄酬，我歌汝和，欢击瓦缶，醉卧竹根，诚不知夫东海之扬尘，北山之移谷也。	1	沧海桑田	[[24, 28]]
再世玉京贪入道，侬也梦蕉覆鹿。	1	蕉鹿梦	[[10, 14]]
右手者闻之，争来强曳曰，鸿沟各据，有何意味？	1	判若鸿沟	[[12, 13]]
从此常僚如有问，海边麋鹿斗边楂。	1	乘槎	[[12, 15]]
有晋郁兴，载崇藩翰，分茅锡瑞，道光恒典。	1	分茅列土	[[10, 12]]
子綦曰：“此果不材之木也，以至于此其大也。	1	木雁	[[7, 8]]
作诗老恨无奇思，时取囊中断稿看。	2	锦囊佳句, 锦囊佳句	[[10, 12], [13, 14]]
祝子时嗣音，慰我日三秋。	1	一日三秋	[[8, 10]]
轻敌无如子玉骄，将兵未信廉颇老。	1	廉颇善饭	[[12, 14]]
龙伯国人连六鳌，二山漂流不能止。	1	龙伯钓鳌	[[4, 7]]
纵有神通难展欵，翩翩一苇渡长江。	1	一苇	[[10, 11]]
