sentence	variation_number	allusion	allusion_index
尝有客从江南至，云为县令，以引见入都者，起居服御，意气自豪，仆从三四人，出入裘马甚都。	1	乘肥衣轻	[[38, 39]]
吴中名士，多在节署，裘马都丽，山人独布衣徒步。	1	乘肥衣轻	[[10, 11]]
或宫洎丙午，或身命是马，主人一生肥马轻裘行花间，快乐风流之造。	1	乘肥衣轻	[[16, 19]]
能不堕于裘马管弦之习而戏弄翰墨，为一时妙手，顾不伟欤！	1	乘肥衣轻	[[4, 5]]
借日当乘肥，乘肥非吾指。	1	乘肥衣轻	[[3, 4]]
若夫程郑王孙罗裒之徒，乘肥衣轻，怀金挟玉者，虽笔不集札，菽麦不辨，为之倒屣，吐食握发。	3	乘肥衣轻, 倒屣迎宾, 吐哺握发	[[11, 12], [35, 36], [38, 41]]
傧从皆珠玳，裘马悉轻肥。	1	乘肥衣轻	[[6, 7]]
醉里磨跎，醒后吟哦，不取轻肥，免见干戈。	1	乘肥衣轻	[[12, 13]]
掌握有权柄，衣马自肥轻。	1	乘肥衣轻	[[9, 10]]
世禄侈富，车驾肥轻。	1	乘肥衣轻	[[7, 8]]
你道是本分内营生，胜随身田万顷，为甚把杀心儿换个肥轻。	1	乘肥衣轻	[[24, 25]]
杨廷秀《过瘦牛岭》诗云：“平生岂愿乘肥马，临老须教过瘦牛。”	1	乘肥衣轻	[[17, 18]]
使乘车策马之人，能以步趋为乐，或经山水之胜，或逢花柳之妍，或遇戴笠之贫交，或见负薪之高士，欣然止驭，徒步为欢，有时安车而待步，有时安步以当车，其能用足也，又胜贫士一筹矣。	2	乘车戴笠, 披裘负薪	[[31, 32], [39, 40]]
先是松翁弱冠，尝与符公有车笠之盟。	1	乘车戴笠	[[12, 13]]
医，贱役也，纵学术兼优，车笠不渝盟已耳。	1	乘车戴笠	[[12, 13]]
功名：得太阳禄马生扶，必主乘轩。	1	乘轩鹤	[[13, 14]]
且如庚辛日生人，要在三春九夏，则财官两美也。所云：乘轩衣冕。金火何多是也。	1	乘轩鹤	[[25, 26]]
清高符印，须知冠冕以乘轩。	1	乘轩鹤	[[10, 11]]
宠迈乘轩鹤，荣过食稻凫。	1	乘轩鹤	[[2, 4]]
张籍学古淡，轩鹤避鸡群。	1	鹤立鸡群	[[7, 10]]
前虽有乘轩之赏，未为之动也。	1	乘轩鹤	[[3, 6]]
师行共指轩中鹤，寇去方追幕上乌。	2	乘轩鹤, 楚幕有乌	[[4, 6], [12, 14]]
此言张籍学古淡而不骛于绮靡，如以乘轩之鹤而反避鸡群也。	1	鹤立鸡群	[[21, 24]]
仕而有愧，鹤轩虎冠也。	2	虎冠之吏, 乘轩鹤	[[7, 8], [5, 7]]
终南处士入都门，少室山人补谏垣。毕竟只供千载笑，石封三品鹤乘轩。	1	乘轩鹤	[[28, 30]]
浩荡鲸波，快破浪乘风之愿；纵横虎畧，出揣摩简练之余。	1	乘风破浪	[[6, 11]]
万里西行急，乘风御太空。	1	乘风破浪	[[6, 7]]
我如今就好象囚在了群峭环绕的峡中－－但只要我一出了夔门，我便要乘风破浪。	1	乘风破浪	[[31, 34]]
中国海轮，第一次，乘风破浪。	1	乘风破浪	[[9, 12]]
东海湄，扶桑涘，欲往从之多蛇豕！乘风破浪从此始。	1	乘风破浪	[[16, 19]]
大过羿张乌号，彀射惊狼。	1	乌号	[[4, 5]]
一、叔和序例，固与仲景本论不合，所集脉法，其中有关于伤寒者，合于某证，即采附其间，片长可取，即得攀龙附骥耳。	1	攀龙附凤	[[48, 51]]
成而登天；注谓鼎成而白日升天，事属虚诞。	1	乘龙出鼎湖	[[7, 8]]
龙去鼎湖中国换，鹤归华表昔人非。	2	辽东鹤, 乘龙出鼎湖	[[8, 11], [0, 4]]
龙去鼎湖还作雨，马嘶沙苑尚思风。	1	乘龙出鼎湖	[[0, 3]]
汉晋春秋曰：锺会阴怀异图，姜维见而知其心，乃说之曰：闻君自淮南以来，算无遗策，今复定蜀，威德震世，民高其功，而主畏其谋，欲以此安归乎，夫韩信不背于汉，扰攘而见疑于既平，大夫种不从范蠡于五湖，卒伏剑而妄死，彼岂暗主愚臣哉，利害使之然也，今公何不法陶朱，泛舟绝迹，全功保身，登瓘眉之岭，而从赤松游乎，会曰：为全之道，或未尽于此也，维曰：其他则君智力所能尽，无烦老夫矣。	1	留侯慕赤松	[[143, 145]]
发背阴疽，内宜服仙方活命饮、秘方夺命散、仙传化毒汤、鸡血散、狗宝丸，赛飞龙夺命丹，外用四虎散敷之。	0		[]
你竟成为了龙田地区的空中飞龙！	1	九五飞龙	[[12, 13]]
大君乘飞龙，登彼复怀昔。	1	九五飞龙	[[3, 4]]
其内侍省及左右龙武羽林军，并闲厩飞龙诸武官，应先合从驾人等，其中临行潜避，遂受贼驱使，并使各委本司使括责，量情状轻重奏闻。	0		[]
尚能忍耻墦间祭，安用追惭饭后钟？	2	乞墦, 碧纱笼	[[2, 6], [12, 14]]
卖身长须仍赤脚，忍面墦问乞东郭。	1	乞墦	[[12, 14]]
强颜未忍乞墦祭，积毁仅逃输鬼薪。	1	乞墦	[[4, 6]]
东南数十州，遍走如乞墦。	1	乞墦	[[9, 10]]
西湖梵宫甲天下，僧称好事，但趋鹜势利，有自命骚雅，而居积不异俗人；有高唱禅宗，而乞墦直同市井，急宜远去，弗复与交。	1	乞墦	[[40, 41]]
官阶大些的呢，还觉稍好，惟有那同通州县以及佐贰杂职，见了上司的时节，比待自己祖宗还不同，满口里大人栽培，卑职感德，磕头作揖，无所不为，虽齐人乞食墦间，终不若如此之甚，这还算是有本领，会巴结，运气好，不倒眉。	1	乞墦	[[68, 71]]
乞墦何足羡，负米可忘艰。	2	乞墦, 子路负米	[[0, 1], [6, 7]]
番间夜半分珠玉，犹是当时乞祭人。	1	乞墦	[[13, 15]]
卖身长须仍赤脚，忍何墦间乞东郭。	1	乞墦	[[12, 14]]
吾岂乞墦者，不为妻妾容。	1	乞墦	[[2, 3]]
尚能忍耻墦间祭，安用追惭饭后钟。	2	乞墦, 碧纱笼	[[2, 6], [12, 14]]
称柴数米，时翻名理于广宴，媚灶乞墦，日挂山林于齿颊。	1	乞墦	[[15, 16]]
墦间夜半分珠玉，犹是当时乞祭人。	1	乞墦	[[12, 14]]
今朝甘自居穷巷，无限墦间得醉归。	1	乞墦	[[10, 13]]
时会七夕，堂前乞巧，因试其乞巧诗。	1	乞巧	[[7, 8]]
楼前萧史忆吹箫，雁足西风倍寂寥，望断支机应化石，愁填乌鹊未成桥，素毫月冷吟梧叶，纨扇秋回识柳条，姊妹东邻如乞巧，莫教瓜果浪相招。	3	乞巧, 乌鹊填桥, 乌鹊填桥	[[53, 54], [26, 27], [29, 30]]
牵牛织女相见之夕，乞巧宫掖间夜已半，侍卫已休。	1	乞巧	[[9, 10]]
又奉使江州船中七夕诗曰：九江逢七夕，初弦值早秋，天河来映水，织女欲攀舟，汉使俱为客，星槎共逐流，莫言相送浦，不及穿针楼。	1	乞巧	[[56, 58]]
乃为诗嘲谑，其略曰：巡关每傍樗蒲局，望月还登乞巧楼。	1	乞巧	[[22, 24]]
又画《贵公子夜游图》、《宫中七夕乞巧图》、《望月图》，皆多幽思，愈前古也。	1	乞巧	[[16, 17]]
如何汉殿穿针夜，又向窗中觑阿环。	1	乞巧	[[4, 6]]
延寿、汤令军闻鼓音皆薄城下，四周围城，各有所守，穿堑，塞门户，卤楯为前，戟弩为后，卬射城中楼上人，楼上人下走。	0		[]
梁刘遵七夕穿针诗曰：步月如有意，情来不自禁，向光抽一缕，举袖弄双针。	1	乞巧	[[30, 32]]
难寻海上乘槎客，空诵河东乞巧文。	1	乘槎	[[2, 6]]
郡王道：“摩侯罗儿，只是七月七日乞巧使得，寻常间又无用处。”	1	乞巧	[[16, 17]]
赖是鼠嫌贫不至，不然谁读五车书。	1	五车书	[[12, 14]]
算胸中除却五车书，都无物。	1	五车书	[[5, 7]]
梁王孺谢赐于利所献槟榔启曰：窃以文轨一覃，充仞斯及，入侍请朔，航海梯山，献琛奉，［句有脱文。	1	书同文，车同轨	[[17, 19]]
圣节上堂：“心王安，六国通；天地阔，车书同。	1	书同文，车同轨	[[18, 20]]
越州山阴县移风乡产嘉瓜，二实同蒂，观察使贾全进图，宣示百寮，河东表贺曰：“质欢同蒂，见车书之永均；地则移风，知化育之方始。	1	书同文，车同轨	[[43, 44]]
故夫四郊多垒，非耀德观兵，不能睹雍熙之治，车书一统，非刑齐礼教，何以敦仁让之风。	1	书同文，车同轨	[[21, 22]]
今天下遐迩倾心，车书同轨，而犹分满人汉人之名，恐亦非全盛之世所宜也。	1	书同文，车同轨	[[8, 10]]
是宜氛枝廓清，车书混一。	1	书同文，车同轨	[[7, 10]]
车书混一，人物繁盛，风俗纯厚，市井骈集，岂昔日洛阳名园之比。	1	书同文，车同轨	[[0, 3]]
然后乘破竹之势，鼓行而东，足以穷其窟穴，混同文轨。	2	书同文，车同轨, 势如破竹	[[20, 23], [3, 6]]
忘记了自己是一个共产党员，把一个共产党员混同于一个普通的老百姓。	0		[]
人琴先起恨，金玉遂俱摧。	1	人琴俱亡	[[0, 1]]
痛绝人琴，折杨难继，玉桐教碎。	1	人琴俱亡	[[0, 3]]
人琴两不见，破月高台倾。	1	人琴俱亡	[[0, 1]]
劳生岁月宫桥柳，终古人琴断坂霜。	1	人琴俱亡	[[10, 11]]
丹壑非昔，人琴两亡，惟旧之怀，有深追悼。	1	人琴俱亡	[[5, 8]]
予羸老矣，伤心几何。人琴两亡，命也命也。	1	人琴俱亡	[[10, 13]]
细思二十年前事，叹人琴，已矣俱亡。	1	人琴俱亡	[[9, 10]]
梨花唫苴桃花笑，恼杀春光醉似泥。	1	人面桃花	[[4, 6]]
主人更有桃花面，病眼其如隔雾看。	1	人面桃花	[[4, 6]]
《梅月》曰：“梦觉罗浮夜已阑，碧天云静月团圆；玉人不学桃花面，净洗红妆镜里看。	1	人面桃花	[[27, 29]]
门多恶客橐无钱，笑咏桃花人面。	1	人面桃花	[[10, 13]]
人面桃花，懊丧欲死，而且山庄门榜，亦已全行镵去，宛其死矣。	1	人面桃花	[[0, 3]]
纵收香藏镜，他年重到，人面桃花在否？	1	人面桃花	[[11, 14]]
君王欲识桃花面，诏取红妆戴幞头。	1	人面桃花	[[4, 6]]
若待功成拂衣去，武陵桃花笑杀人。	2	人面桃花, 桃花源	[[10, 12], [8, 12]]
隋文宫中，红妆，谓之桃花面。	1	人面桃花	[[10, 12]]
桃花笑欲言，鸥鸟翔可取。	1	人面桃花	[[0, 2]]
长带桃花笑时脸，向尊前酒底。	1	人面桃花	[[2, 4]]
黄庭坚次韵梨花桃花人面各相红，不及天然玉作容。	1	人面桃花	[[7, 10]]
有如持寸莛，未足撼堂。	1	以莛撞钟	[[2, 4]]
无如刺绣输倚门，何况撞钟以寸莛。	1	以莛撞钟	[[10, 14]]
魏白马王彪、魏文学徐干，白马与陈思答赠，伟长与公往复，虽曰「以莛扣钟」，亦能闲雅矣。	1	以莛撞钟	[[31, 34]]
愧无寸莛撞鸿钟，斫树收庞笑公眇。	1	以莛撞钟	[[2, 6]]
君皆逸韵，须为应莛撞。	1	以莛撞钟	[[8, 9]]
乌能石攻玉，愧用莛撞钟。	1	以莛撞钟	[[7, 10]]
鸿材非可寸莛击，节奏自发如风松。	1	以莛撞钟	[[4, 5]]
建安诸子，伟长实胜公干，而嵘讥其“以莛扣钟”，乖反弥甚。	1	以莛撞钟	[[17, 20]]
我欲弃官重问道，寸莛何以得舂容。	1	以莛撞钟	[[8, 9]]
我无书史足考稽，作诗尤如寸莛击。	1	以莛撞钟	[[12, 13]]
陂应千顷贮，钟岂寸莛撞。	1	以莛撞钟	[[8, 9]]
白马与陈思答赠，伟长与公干往复，虽曰以莛扣钟，亦能闲雅矣。	1	以莛撞钟	[[18, 21]]
语曰：以管窥天，以蠡测海，以筳撞钟，岂能通其条贯，考其文理，发其音声哉！	1	以莛撞钟	[[13, 16]]
今欲上质高贤，又恐语涉浅陋，未免以莛叩钟，自觉唐突，何敢冒昧请教！	1	以莛撞钟	[[16, 19]]
而秦法，群臣侍殿上者不得持尺寸之兵；诸郎中○索隐若今宿卫之官。	0		[]
《浙右赠陆处士》：静节灌园余，得非成隐居。	1	仲子灌园	[[11, 12]]
仙液千年柱下君，清风三日於陵子。	1	仲子灌园	[[12, 14]]
如灌园而频频沃之，以杜其枯竭也。	1	仲子灌园	[[1, 2]]
熏奁拾取留长挹，汤鼎煎来得细尝。	1	伊尹荷鼎自进	[[8, 9]]
足使人敲髓洒膏，吞声泣血，四大洲内，唯此四种恶业至多，是以清我泥犁，供其汤鼎，以白晳者，柔脆者，膏腴者，充魔王食。	1	伊尹荷鼎自进	[[36, 37]]
永愿拯刍荛，孰云干鼎镬。	1	伊尹荷鼎自进	[[8, 9]]
汤鼎石坛老眼亲，阴阳谁见屈中伸。	1	伊尹荷鼎自进	[[0, 1]]
伊尹忧天下之不治，调和五味，负鼎俎而行。	1	伊尹荷鼎自进	[[14, 15]]
书迹临汤鼎，吟声接舜弦。	1	伊尹荷鼎自进	[[3, 4]]
天有河鼓亦焜煌，持比负鼎干成汤。	1	伊尹荷鼎自进	[[10, 11]]
按史记“伊尹欲行道以致君而无由，乃为有莘氏之媵臣，负鼎俎以滋味说汤，致于王道”。	1	伊尹荷鼎自进	[[25, 26]]
上古有汤，至圣也；伊尹，至智也。夫至智说至圣，然且七十说而不受，身执鼎俎，为庖宰，昵近习亲，而汤乃仅知其贤而用之。	1	伊尹荷鼎自进	[[32, 35]]
执政者欲一见公不往曰“吾始仕也，而当伛偻鼎贵之门，冒询干进哉？	0		[]
君怀正印高悬眼，我抉玄关笑点头。	1	伍胥抉目	[[5, 6]]
题毕，俄不见，黄悟欲抉目。	1	伍胥抉目	[[10, 11]]
抉目胥门，会见勾吴之沼。	1	伍胥抉目	[[0, 3]]
悔恨欲抉目，未几谢世。	1	伍胥抉目	[[3, 4]]
仇家争啖俊臣之肉，斯须而尽，抉眼剥面，披腹出心，腾蹋成泥。	1	伍胥抉目	[[14, 15]]
沈冤狱底私金寇，抉眼门柬望越师。	1	伍胥抉目	[[8, 9]]
遗命勿葬，置棺雨花台，仿伍子胥抉目之意。	1	伍胥抉目	[[15, 16]]
此诗人所以伤而作，比干子胥遗身而忘祸也。	1	伍胥抉目	[[11, 14]]
纵使吴门展悬眼，麟伤凤死恨犹深。	1	伍胥抉目	[[5, 7]]
曲枕糟丘无也尺，虾邦鳖国有重泉，蹴山一任胥涛怒，白日骑鲸兴杳然。	1	伍胥潮	[[20, 22]]
移时，乃见有素车白马，号哭而来。	1	伍胥潮	[[6, 9]]
素车白马君兵士十万人，主收十墓鬼将军比考之。	1	伍胥潮	[[0, 3]]
大波之神曰阳侯，涛之神曰灵胥。（《博物志》云：昔吴相伍子胥，为吴王夫差所杀，浮之于江，其神为涛。	1	伍胥潮	[[12, 13]]
「横山梅溪水东下，船必乘潮而西，乃得济。	0		[]
迨其后玄冕垂缨，素车白马，精诚所通，幽明罔间。	1	伍胥潮	[[8, 11]]
谒请都曹正气素车白马君五人，兵士十万人，主收除某家众邪妖精祸害之鬼。	1	伍胥潮	[[6, 9]]
］命邹湛，召王祥，余顾而言曰：斯乐难常，诚有之矣，日月不居，零露相半，素车白马，往矣不追，春华秋宝，怀哉何已，独轸魂交，情深宿草，故备书爵里，陈怀旧焉。	1	伍胥潮	[[35, 38]]
乐资《春秋后传》曰：昔者郑客入函谷，至平舒，见素车白马，曰：“吾华山君，愿以一牍致氵高池君。	1	伍胥潮	[[23, 26]]
涉颍倦纡回，浮淮欣迥直；遥村含水气，远浦澄天色，灵涛稍欲近，仙岩行可识；玄览属睿辞，风有馀力。	1	伍胥潮	[[24, 25]]
纵尚有鸱夷一舸，怕难禁伍潮堆雪。	1	伍胥潮	[[11, 12]]
好约长吟处，霜天看怒潮。	0		[]
聚米辨形势，周阹把维纲。	1	伏波聚米	[[0, 1]]
因而画沙为堤、聚米成岛，孰漂疾当其惊湍，孰盘涡介其要道？	1	伏波聚米	[[7, 8]]
是宜出于卓见，不挠于心；如充国之呈图、如伏波之聚米，可战可守，虏在目中。	1	伏波聚米	[[23, 24]]
依莲幕府游从近，聚米山川向背分。	1	伏波聚米	[[8, 11]]
公自子丑通籍以来，负郭仅有半百，环堵止属赁居，视历中外二十年，鹄视谏垣十余载，骨鲠屡及乘舆，筹边符于聚米。	1	伏波聚米	[[50, 51]]
如马援聚米为山川，亦有画意，岂非方寸明于规画，不期乎能耶！	1	伏波聚米	[[3, 7]]
﹝援﹞又于帝前，聚米为山谷，指画形势，开示众军所从道径往来，分析曲折，昭然可晓。	1	伏波聚米	[[8, 12]]
尝谓山林之志，上所宜弘。	0		[]
比来伏青蒲，坐捉白兽樽。	1	伏青蒲	[[2, 4]]
政以青蒲姑夕驻，更闻白简为前陈。	1	伏青蒲	[[2, 3]]
近者复闻二三君子以不肖之故，相与愤争力辩于铄金销骨之地，至于冲锋冒刃而弗顾，仆何以当此哉！	1	众口铄金	[[21, 22]]
铄金之口，策善火攻，不知入火不焦者，有火浣之布，溃川之手，势惯波及，不知入水不濡者，有利水之犀。	1	众口铄金	[[0, 1]]
销骨口中，生出莲花九品，铄金舌上，容他鹦鹉千言。	1	众口铄金	[[12, 13]]
然向使诸弟已入学，则谣言必谓学院傲惰，众口铄金，何从辨起？	1	众口铄金	[[19, 22]]
临终自作遗表，略云：“昔日位居黄阁，众口铄金；此时身谢朱崖，蔓草萦骨。	1	众口铄金	[[18, 21]]
众铄金须化，群排柱不支。	1	众口铄金	[[0, 2]]
骨消谗口铄，胆破狱吏酷。	1	众口铄金	[[2, 4]]
众口销金，愆言不验。	1	众口铄金	[[0, 3]]
古之善相马者，寒风是相口齿，麻朝相颊，子女厉相目，卫忌相髭，许鄙相<月尻>，投伐褐相胸胁，管青相𪱥吻，陈悲相股脚，秦牙相前，赞君相后。	1	伯乐相马	[[3, 4]]
譬之汰泥沙而拾拱璧，则卞和凝眸；抡骀驽而拨骅骝，则孙阳转盼。	1	伯乐相马	[[25, 26]]
诚以术重安人，机殊相马，方则犹是，而投或罔功者，繇辩之有未辩也。	1	伯乐相马	[[9, 10]]
独鹤翔霜天，伯乐空北冀。	1	伯乐相马	[[6, 7]]
骅骝骠碾，天下皆知其为马也，非伯乐一顾，孰别其冀北之骏而为良。	1	伯乐相马	[[15, 16]]
门生门下见门生唐裴官仆射，宰相马胤孙、桑维翰皆其所取士。	0		[]
印证所学，相叹伯乐不常有也。	1	伯乐相马	[[7, 8]]
岂昔人所谓反经合礼，背水用奇，相马遇以神，解牛游乎虚者，非无法而正善用法也？	1	伯乐相马	[[15, 16]]
虽然，蔡邑不谬赏，孙阳不妄顾，以其玄鉴精通，斯能不滞于耳目也。	1	伯乐相马	[[9, 10]]
故世间诚无良医，虽有良医，而病患有性灵堪受入者，更复鲜少，故虽有骐骥而不遇伯乐，虽有尼父而人莫之师，其为枉横亦犹此也。	1	伯乐相马	[[37, 38]]
后游常州，会唐宰相马植谪官，量移常州刺史。	1	伯乐相马	[[8, 9]]
