sentence	author	title	allusion	allusion_index
含情非迟客，悬榻但生尘。	羊士谔	早春对雨	解榻（周璆，徐稚，陈蕃）	[[6, 7]]
江流思夏后，风至忆襄王。	杜甫	上白帝城	大王风（宋玉，楚王）	[[3, 4]]
江流思夏后，风至忆襄王。	杜甫	上白帝城	禹凿（夏禹）	[[]]
绣衣柱史何昂藏，铁冠白笔横秋霜。	李白	赠潘侍御论钱少阳	绣衣	[[0, 1]]
绣衣柱史何昂藏，铁冠白笔横秋霜。	李白	赠潘侍御论钱少阳	柱史（张苍）	[[2, 3]]
绣衣柱史何昂藏，铁冠白笔横秋霜。	李白	赠潘侍御论钱少阳	铁冠	[[8, 9]]
绣衣柱史何昂藏，铁冠白笔横秋霜。	李白	赠潘侍御论钱少阳	白笔	[[10, 11]]
跃马非吾事，狎鸥宜我心。	孟浩然	秦中苦雨思归赠袁左丞贺侍郎	白鸥（列子）	[[6, 7]]
尚如匣中剑，分形会同处。	张潮	襄阳行	双剑（干将，张华，莫邪，雷焕）	[[]]
春江足鱼雁，彼此勤尺素。	权德舆	祗役江西路上以代书寄内	双鱼	[[3, 4]]
正开彭泽酒，来向高阳池。	高瑾	晦日重宴	习家（山简）	[[8, 9, 10]]
正开彭泽酒，来向高阳池。	高瑾	晦日重宴	送酒（陶潜，王弘）	[[2, 3, 4]]
何年去华表，几度穷苍冥。	杨衡	题玄和师仙药室	令威（丁令威）	[[]]
修文将管辂，奉使失张骞。	杜甫	哭李尚书	张骞	[[9, 10]]
卓绝道门秀，谈玄乃支公。	李白	将游衡岳过汉阳双松亭留别族弟浮屠谈皓	支公（支道林）	[[9, 10]]
他岁若教如范蠡，也应须入五湖烟。	杜牧	行经庐山东林寺	五湖心（范蠡，勾践）	[[5, 6]]
他岁若教如范蠡，也应须入五湖烟。	杜牧	行经庐山东林寺	范蠡	[[]]
翅弱未知三岛路，舌顽虚掉五侯门。	罗隐	临川投穆中丞	蓬莱	[[4, 5]]
翅弱未知三岛路，舌顽虚掉五侯门。	罗隐	临川投穆中丞	五侯	[[12, 13]]
礼乐羊叔子，文章王仲宣。	沈佺期	哭苏眉州崔司业二公（并序）	王粲诗（王粲）	[[2, 3, 4]]
礼乐羊叔子，文章王仲宣。	沈佺期	哭苏眉州崔司业二公（并序）	叔子（羊祜）	[[]]
唯闻陶靖节，多在醉乡游。	许浑	送林处士自闽中道越由霅抵两川	陶潜	[[2, 3, 4]]
鲤庭传事业，鸡树遂翱翔。	刘禹锡	酬郑州权舍人见寄十二韵	趋庭（孔子，孔鲤，陈亢）	[[0, 1]]
鲤庭传事业，鸡树遂翱翔。	刘禹锡	酬郑州权舍人见寄十二韵	鸡树（刘放，孙资，曹肇）	[[6, 7]]
别恨双溪急，留欢五马迟。	包何	婺州留别邓使君	五马	[[8, 9]]
别恨双溪急，留欢五马迟。	包何	婺州留别邓使君	五马	[[8, 9]]
地远虞翻老，秋深宋玉悲。	李白	赠易秀才	悲秋（宋玉，屈原）	[[8, 9, 10]]
地远虞翻老，秋深宋玉悲。	李白	赠易秀才	虞翻骨相屯（虞翻）	[[]]
青云知有路，自是致无因。	许棠	写怀	青云路	[[]]
鸡声随羽化，犬影入云看。	韦渠牟	步虚词十九首	云中鸡犬（刘安）	[[6, 7, 8, 9]]
采兰花萼聚，就日雁行联。	钱起	李四劝为尉氏尉李七勉为开封尉	雁行	[[8, 9]]
采兰花萼聚，就日雁行联。	钱起	李四劝为尉氏尉李七勉为开封尉	采兰	[[0, 1]]
长卿慕蔺久，子猷意已深。	魏万	金陵酬李翰林谪仙子	子猷	[[6, 7]]
百岁梦生悲蛱蝶，一朝香死泣芙蕖。	罗隐	闲居日秋	蝴蝶（庄子）	[[]]
灞水楼船渡，营门细柳开。	李贺	送秦光禄北征	柳营（周亚夫，徐厉）	[[]]
阮家今夜乐，应在竹林间。	李端	送张淑归觐叔父	阮家（阮咸，阮籍）	[[0, 1]]
文若为全德，留侯是重名。	李嘉祐	故燕国相公挽歌二首之一	留侯	[[6, 7]]
未作三台辅，宁为五老臣。	李峤	星	三台	[[2, 3]]
卜筑应同蒋诩径，为园须似邵平瓜。	杜甫	舍弟观赴蓝田取妻子到江陵喜寄三首之三	三径（求仲，羊仲，蒋诩）	[[4, 5, 6]]
卜筑应同蒋诩径，为园须似邵平瓜。	杜甫	舍弟观赴蓝田取妻子到江陵喜寄三首之三	邵平（召平）	[[12, 13, 14]]
战败仍树勋，韩彭但空老。	刘长卿	从军六首之五	韩彭	[[6, 7]]
苏武先还汉，黄公岂事秦。	杜甫	寄李十二白二十韵	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	[[6, 7]]
苏武先还汉，黄公岂事秦。	杜甫	寄李十二白二十韵	苏武（刘彻，苏武）	[[0, 1]]
朱绂两参王俭府，绣衣三领杜林官。	罗隐	淮南送卢端公归台	绣衣	[[8, 9]]
朱绂两参王俭府，绣衣三领杜林官。	罗隐	淮南送卢端公归台	莲府（庾杲之，王俭，萧缅）	[[4, 5, 6]]
珩璜联采组，琴瑟谐宫徵。	权德舆	元和元年蒙居封成纪县伯时室中封安喜县君感庆兼怀聊申贺赠	琴瑟	[[6, 7]]
且归沧洲去，相送青门时。	岑参	送严维下第还江东	沧洲	[[2, 3]]
寄诗同心子，为我商声讴。	韩愈	驽骥	商歌（宁戚，齐桓公）	[[8, 9, 10]]
寄诗同心子，为我商声讴。	韩愈	驽骥	金兰	[[2, 3]]
元瑜正及从军乐，宁戚谁怜叩角哀。	李郢	重阳日寄浙东诸从事	商歌（宁戚，齐桓公）	[[12, 13, 14]]
元瑜正及从军乐，宁戚谁怜叩角哀。	李郢	重阳日寄浙东诸从事	元瑜（阮瑀）	[[0, 1]]
子虚何处堪消渴，试向文园问长卿。	温庭筠	秋日旅舍寄义山李侍御	相如（司马相如）	[[13, 14]]
子虚何处堪消渴，试向文园问长卿。	温庭筠	秋日旅舍寄义山李侍御	文园	[[10, 11]]
下车今几时，理行远芬芳。	权德舆	唐开州文编远寄新赋累惠良药咏叹仰佩不觉斐然走笔代书聊书还答	下车（武王）	[[0, 1]]
咄咄宁书字，冥冥欲避矰。	杜甫	寄刘峡州伯华使君四十韵	书空（殷浩）	[[0, 1]]
七圣心迷运方厄，五丁力尽路犹窄。	元稹	望云骓马歌	五丁	[[8, 9, 10, 11]]
七圣心迷运方厄，五丁力尽路犹窄。	元稹	望云骓马歌	牧马（黄帝，大隗）	[[0, 1, 2, 3]]
御史新骢马，参军旧紫髯。	杜甫	送张二十参军赴蜀州因呈杨五侍郎	骢马（桓典）	[[3, 4]]
御史新骢马，参军旧紫髯。	杜甫	送张二十参军赴蜀州因呈杨五侍郎	郗超（王珣，郗超）	[[]]
刘琨与祖逖，起舞鸡鸣晨。虽有匡济心，终为乐祸人。	李白	避地司空原言怀	刘琨舞（刘琨，祖逖）	[[]]
龙门旧列金章贵，莺谷新迁碧落飞。	蒯希逸	和主司王起（一作和主司酬周侍郎）	登龙（李膺）	[[0, 1]]
龙门旧列金章贵，莺谷新迁碧落飞。	蒯希逸	和主司王起（一作和主司酬周侍郎）	迁莺	[[8, 9]]
独吟多暇日，应寄柏台书。	无可	冬夜姚侍御宅送李廓少府	柏台	[[8, 9]]
进无负鼎说，退惭补衮诗。	崔湜	景龙二年余自门下平章事削阶授江州员外马寻拜襄州史春日赴襄阳途中言志	补衮（仲山甫）	[[8, 9]]
进无负鼎说，退惭补衮诗。	崔湜	景龙二年余自门下平章事削阶授江州员外马寻拜襄州史春日赴襄阳途中言志	负鼎（伊尹）	[[2, 3]]
西陆蝉声唱，南冠客思侵。	骆宾王	在狱咏蝉	南冠（钟仪）	[[6, 7]]
胜事那能说，王孙去未还。	岑参	丘中春卧寄王子	王孙草	[[]]
人咏甘棠茂，童谣竹马群。	刘商	送庐州贾使君拜命	甘棠（召公姬奭）	[[2, 3, 4]]
人咏甘棠茂，童谣竹马群。	刘商	送庐州贾使君拜命	骑儿逢郭伋（郭伋）	[[]]
缅思洪崖术，欲往沧海隔。	李白	日夕山中忽然有怀	洪崖（洪崖，郭璞）	[[2, 3]]
谁知问津客，空作扬雄嘲。	长孙佐辅	山行书事	沮溺（子路，孔子，桀溺，长沮）	[[2, 3]]
谁知问津客，空作扬雄嘲。	长孙佐辅	山行书事	解嘲（扬雄）	[[8, 9, 10]]
感事不关河里笛，伤心应倍雍门琴。	唐彦谦	春阴	邻笛（向秀，吕安，嵇康）	[[4, 5, 6]]
感事不关河里笛，伤心应倍雍门琴。	唐彦谦	春阴	雍门琴（田文，雍门周）	[[12, 13, 14]]
五色毫挥成涣汗，百寮班下独从容。	李频	贺同年翰林从叔舍人知制诰	五色笔（张协，江淹，郭璞，丘迟）	[[0, 1, 2]]
长眉凝绿几千年，清凉堪老镜中鸾。	李贺	贝宫夫人	孤鸾	[[12, 13, 14]]
难为子猷志，虚负文君名。	田娥	寄远	文君（卓文君，卓王孙，司马相如）	[[8, 9]]
难为子猷志，虚负文君名。	田娥	寄远	子猷	[[2, 3]]
美禄与贤人，相逢自可亲。	权德舆	醉后	中圣（徐邈）	[[]]
公门袭汉环，主第称秦玉。	郑愔	侍宴长宁公主东庄应制	吹箫（弄玉，秦穆公，萧史）	[[9, 10]]
公门袭汉环，主第称秦玉。	郑愔	侍宴长宁公主东庄应制	衔环（杨宝）	[[2, 3, 4]]
子虚何处堪消渴，试向文园问长卿。	温庭筠	秋日旅舍寄义山李侍御	相如（司马相如）	[[13, 14]]
子虚何处堪消渴，试向文园问长卿。	温庭筠	秋日旅舍寄义山李侍御	文园	[[10, 11]]
不必临风悲冷落，古来白首尚为郎。	牟融	送陈衡	冯唐	[[]]
邹枚入梁苑，逸少在山阴。	刘长卿	寄会稽公徐侍郎	邹枚	[[0, 1]]
邹枚入梁苑，逸少在山阴。	刘长卿	寄会稽公徐侍郎	逸少	[[6, 7]]
不知巫峡雨，何事海西边。	刘长卿	杨州雨中张十宅观妓	阳台（宋玉，楚襄王，瑶姬）	[[]]
为问轩皇三百岁，何如大道一千年。	高适	玉真公主歌二首之二	轩皇（黄帝）	[[2, 3]]
花情纵似河阳好，客心倍伤边候早。	卢僎	十月梅花书赠	河阳（潘岳）	[[4, 5]]
谁能赋得长门事，不惜千金奉酒杯。	吴融	上阳宫词	长门	[[4, 5]]
恨声流蜀魄，冤气入湘云。	李频	哭贾岛	蜀魄（杜宇）	[[3, 4]]
莫断阴山路，天骄已请和。	郎士元	送李将军赴定州	天骄	[[6, 7]]
阳乌不自暖，雪压扶桑枝。	刘驾	苦寒行	金乌	[[0, 1]]
阳乌不自暖，雪压扶桑枝。	刘驾	苦寒行	扶桑	[[8, 9]]
妻子欢同五株柳，云山老对一床书。	李颀	答高三十五留别便呈于十一	五柳（陶潜）	[[4, 5, 6]]
渚边游汉女，桑下问庞公。	郑锡	襄阳乐	庞公	[[9, 10]]
晋山虽自弃，魏阙尚含情。	杜甫	送李卿晔	魏阙（公子牟）	[[6, 7]]
晋山虽自弃，魏阙尚含情。	杜甫	送李卿晔	介推（介之推）	[[]]
壶中药物梯霞诀，肘后方书缩地功。	令狐楚	赠毛仙翁	壶中（壶公）	[[0, 1]]
壶中药物梯霞诀，肘后方书缩地功。	令狐楚	赠毛仙翁	缩地（费长房）	[[12, 13]]
壶中药物梯霞诀，肘后方书缩地功。	令狐楚	赠毛仙翁	肘后方（葛洪）	[[8, 9, 10]]
好鹅寻道士，爱竹啸名园。	李白	题金陵王处士水亭（此亭盖齐朝南苑。又是陆机故宅。）	右军鹅（王羲之）	[[0, 1, 2, 3, 4]]
好鹅寻道士，爱竹啸名园。	李白	题金陵王处士水亭（此亭盖齐朝南苑。又是陆机故宅。）	此君（王徽之）	[[6, 7, 8, 9, 10]]
雷焕掘宝剑，冤氛消斗牛。	韩愈	赴江陵途中寄赠王二十补阙李十一拾遗李二十六员外翰林三学士	双剑（干将，张华，莫邪，雷焕）	[[]]
百发乌号遥碎柳，七尺龙文迥照莲。	骆宾王	从军中行路难二首之二	穿杨（养由基）	[[]]
栾公社在怜乡树，潘令花繁贺版舆。	罗隐	送丁明府赴紫溪任	河阳（潘岳）	[[8, 9, 10]]
栾公社在怜乡树，潘令花繁贺版舆。	罗隐	送丁明府赴紫溪任	板舆（潘岳）	[[13, 14]]
谁能更向青门外，秋草茫茫觅故侯。	刘长卿	家园瓜熟是故萧相公所遗瓜种凄然感旧因赋此诗	邵平（召平）	[[12, 13, 14]]
刀州重入梦，剑阁再题词。	岑参	送严黄门拜御史大夫再镇蜀川兼觐省	刀州（王浚）	[[0, 1]]
无因千里驾，忽睹四愁篇。	韦嗣立	奉和张岳州王潭别诗二首	千里驾（吕安，嵇康）	[[2, 3, 4]]
登龙兼折桂，归去当高车。	李端	元丞宅送胡浚及第东归觐省	桂枝（郤诜）	[[3, 4]]
登龙兼折桂，归去当高车。	李端	元丞宅送胡浚及第东归觐省	登龙（李膺）	[[0, 1]]
解龟逾卧辙，遣骑觅扁舟。	杜甫	奉送王信州崟北归	卧辙（侯霸，秦彭）	[[3, 4]]
解龟逾卧辙，遣骑觅扁舟。	杜甫	奉送王信州崟北归	孝廉船（刘惔，司马昱，张凭）	[[]]
莫抱白云意，径往丹丘庭。	独孤及	代书寄上裴六冀刘二颍	丹丘	[[8, 9]]
试就湖边披草径，莫疑东海变桑田。君讶今时尽陵陆，我看明岁更沦涟。	赵冬曦	灉湖作	桑田（麻姑）	[[11, 12, 13, 14]]
朝缨初解佐江滨，麋鹿心知自有群。	杜牧	出关	麋鹿群（伯夷）	[[]]
园绮生虽逢汉室，巢由死不谒尧阶。	徐夤	闻司空侍郎讣音	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	[[0, 1]]
园绮生虽逢汉室，巢由死不谒尧阶。	徐夤	闻司空侍郎讣音	巢由（巢父，许由）	[[8, 9]]
邑宰陶元亮，山家郑子真。	张谓	夜同宴用人字	陶潜	[[2, 3, 4]]
名自石渠书典籍，香从芸阁著衣衫。	周朴	喜贺拔先辈衡阳除正字	石渠	[[2, 3]]
名自石渠书典籍，香从芸阁著衣衫。	周朴	喜贺拔先辈衡阳除正字	芸阁	[[10, 11]]
刀州城北剑山东，甲士屯云骑散风。	武元衡	幕中诸公有观猎之作因继之	刀州（王浚）	[[0, 1]]
乘轩宁见宠，巢幕更逢危。	李商隐	咏怀寄秘阁旧僚二十六韵	乘轩（卫懿公）	[[0, 1]]
乘轩宁见宠，巢幕更逢危。	李商隐	咏怀寄秘阁旧僚二十六韵	巢幕（公子札）	[[6, 7]]
壮志吞鸿鹄，遥心伴鹡鸰。	孟浩然	送莫甥兼诸昆弟从韩司马入西军	鹡鸰	[[9, 10]]
莫学休公学远公，了心须与我心同。	皎然	送辨聪上人还广陵	远公（释慧远）	[[5, 6]]
莫学休公学远公，了心须与我心同。	皎然	送辨聪上人还广陵	惠休（汤惠休，鲍照）	[[2, 3]]
兔入臼藏蛙缩肚，桂树枯株女闭户。	韩愈	昼月	金蟾	[[]]
暮年伤泛梗，累日慰寒灰。	张说	石门别杨六钦望	寒灰（韩安国）	[[9, 10]]
暮年伤泛梗，累日慰寒灰。	张说	石门别杨六钦望	泛梗（苏秦）	[[3, 4]]
尽捻书籍卖，来问尔东家。	杜甫	陪郑广文游何将军山林十首之四（山林在韦曲西塔陂）	家丘（孔子）	[[9, 10]]
虽然不似王孙女，解爱临邛卖赋郎。	崔珏	有赠	买赋（刘彻，司马相如，陈皇后）	[[10, 11, 12, 13, 14]]
直矜鹦鹉赋，不贵芳桂枝。	钱起	送李四擢第归觐省	桂枝（郤诜）	[[8, 9, 10]]
直矜鹦鹉赋，不贵芳桂枝。	钱起	送李四擢第归觐省	鹦鹉赋	[[2, 3, 4]]
人言格调胜玄度，我爱篇章敌浪仙。	韦庄	送李秀才归荆溪	玄度	[[5, 6]]
他年会著荷衣去，不向山僧说姓名。	杜牧	寄题甘露寺北轩	荷衣	[[4, 5]]
长沙事可悲，普掾罪谁知。	姚合	寄贾岛时任普州司仓	长沙谪（贾谊）	[[]]
尘中旧侣无音信，知道辽东鹤姓丁。	唐彦谦	贺李昌时禁苑新命	令威（丁令威）	[[10, 11, 12, 13, 14]]
世乱共嗟王粲老，时危俱受信陵恩。	罗隐	江南寄所知周仆射	王粲（王粲）	[[4, 5]]
名场失手一年年，月桂尝闻到手边。	方干	题赠李校书	月桂	[[8, 9]]
不似凤皇池畔见，飘扬今隔上林园。	武元衡	同诸公夜宴监军玩花之作	凤池（荀勖）	[[2, 3, 4]]
倚剑看太白，洗兵临海门。	刘长卿	旅次丹阳郡遇康侍御宣慰召募兼别岑单父	洗兵	[[6, 7]]
前驺潘岳贵，故里邵平穷。	刘得仁	书事寄万年厉员外	邵平（召平）	[[8, 9]]
照胆常悬镜，窥天自戴盆。	杜牧	昔事文皇帝三十二韵	秦镜	[[0, 1]]
照胆常悬镜，窥天自戴盆。	杜牧	昔事文皇帝三十二韵	覆盆	[[9, 10]]
为问东山谢丞相，可能诸妓胜红儿。	罗虬	比红儿诗	东山妓（谢安）	[[]]
去国哀王粲，伤时哭贾生。	杜甫	久客	贾生泪（贾谊）	[[6, 7, 8]]
去国哀王粲，伤时哭贾生。	杜甫	久客	适荆蛮（王粲）	[[]]
三黜竟不去，致官九列齐。	韩愈	南内朝贺呈同官	三黜（柳下惠）	[[0, 1]]
当时疏广虽云盛，讵有兹筵醉绿醽。	杨汝士	宴杨仆射新昌里第	二疏（疏受，疏广）	[[2, 3]]
升平时节逢公道，不觉龙门是崄津。	袁皓	及第后作	登龙（李膺）	[[10, 11]]
鲤庭埋玉树，那忍见门人。	李端	慈恩寺怀旧	趋庭（孔子，孔鲤，陈亢）	[[0, 1]]
鲤庭埋玉树，那忍见门人。	李端	慈恩寺怀旧	埋玉（庾亮）	[[2, 3, 4]]
滩上思严子，山中忆许由。	岑参	宿关西客舍寄东山严许二山人时天宝初七月初三日在内学见有高道举徵	严陵（严光）	[[3, 4]]
滩上思严子，山中忆许由。	岑参	宿关西客舍寄东山严许二山人时天宝初七月初三日在内学见有高道举徵	许由	[[9, 10]]
黄霸初临郡，陶潜未罢官。	李嘉祐	自常州远江阳途中作	陶潜	[[6, 7]]
黄霸初临郡，陶潜未罢官。	李嘉祐	自常州远江阳途中作	黄霸	[[0, 1]]
未把彩毫还郭璞，乞留残锦与丘迟。	李群玉	寄长沙许侍御	五色笔（张协，江淹，郭璞，丘迟）	[[2, 3, 4, 5, 6]]
废寺连荒垒，那知见子真。	卢纶	关口逢徐迈	谷口（郑朴）	[[9, 10]]
日车隐昆崙，鸟雀噪户牖。	杜甫	将适吴楚留别章使君留后兼幕府诸公得柳字	日车（羲和）	[[0, 1]]
夫差日淫放，举国求妃嫔。	祖咏	古意二首	夫差	[[0, 1]]
新传左慈诀，曾与右军鹅。	卢纶	寻贾尊师	右军鹅（王羲之）	[[8, 9, 10]]
关心珠玉曾无价，满手琼瑶更有光。	韦渠牟	览外生卢纶诗因以示此	琼瑶	[[10, 11]]
倾国徒相看，宁知心所亲。	王维	扶南曲歌词五首之二	倾城（刘彻，李延年）	[[0, 1]]
怪来频起咏刀头，枫叶枝边一夕秋。	施肩吾	送裴秀才归淮南	刀头（任立政，李陵）	[[5, 6]]
鹅归逸少宅，鹤满令威家。	李商隐	喜雪	令威（丁令威）	[[8, 9]]
鹅归逸少宅，鹤满令威家。	李商隐	喜雪	右军鹅（王羲之）	[[0, 1, 2, 3]]
化为金印新祥瑞，飞向银河旧路岐。	韩偓	鹊	织女（武丁，牛郎，织女）	[[8, 9, 10, 11]]
化为金印新祥瑞，飞向银河旧路岐。	韩偓	鹊	鹊印	[[]]
鲲海已知劳鹤使，萤窗不那梦霓旌。	罗邺	献池州庾员外	大鹏（庄子）	[[0, 1]]
鲲海已知劳鹤使，萤窗不那梦霓旌。	罗邺	献池州庾员外	聚萤（车胤）	[[8, 9]]
解榻招徐稚，登楼引仲宣。	元稹	献荥阳公诗五十韵	解榻（周璆，徐稚，陈蕃）	[[0, 1, 2, 3, 4]]
固期常戴日，岂意厌观风。	郑丹	明皇帝挽歌	观风	[[9, 10]]
家楚依三户，辞州选一钱。	司空曙	送严使君游山	刘宠	[[9, 10]]
祗缘支遁谈经妙，所以许询都讲来。	贯休	蜀王入大慈寺听讲	支公（支道林）	[[2, 3]]
见知嘱徐孺，赏句类陶渊。	孟郊	寄陕府邓给事	徐孺（徐稚）	[[3, 4]]
君子满天朝，老夫忆沧浪。	岑参	上嘉州表衣山中峰题惠净上人幽居寄兵部杨郎中	沧浪（屈原）	[[9, 10]]
子虚何处堪消渴，试向文园问长卿。	温庭筠	秋日旅舍寄义山李侍御	相如（司马相如）	[[13, 14]]
子虚何处堪消渴，试向文园问长卿。	温庭筠	秋日旅舍寄义山李侍御	文园	[[10, 11]]
鹅费羲之墨，貂馀季子裘。	杜甫	摇落	貂裘（秦惠王，苏秦）	[[8, 9, 10]]
